Rank,Company,Year,Country,Region,Industry,R&D (€ million),R&D one-year growth (%),Net sales (€ million),Net sales one-year growth (%),R&D intensity (%),Capex (€ million),Capex one-year growth (%),Capex intensity (%),Op. profits (€ million),Op. profits one-year growth (%),Profitability (%),Employees,Employees one-year growth (%),Market cap (€ million),Market cap one-year growth (%)
242,LI AUTO,2022,China,China,Automobiles & Parts,897.283687,106.8,6077.735746,67.7,14.8,688.191791,48.9,11.3,-490.504269,259.3,-8.1,19396,63.0,23913.73887,2.5
243,NETAPP,2022,US,US,Technology Hardware & Equipment,896.306404,8.5,5964.750358,0.7,15.0,224.076601,5.8,3.8,1089.443558,-3.4,18.3,12000,0.0,14699.60101,-21.2
244,PINTEREST,2022,US,US,Software & Computer Services,889.724739,21.6,2627.578476,8.7,33.9,27.17421,220.9,1.0,-84.921281,-127.8,-3.2,3987,23.6,12590.959,-56.5
245,EDWARDS LIFESCIENCES,2022,US,US,Health Care Equipment & Services,886.180766,4.7,5046.317561,2.9,17.6,229.326931,-24.9,4.5,1711.045175,6.7,33.9,17300,10.2,52369.11069,-23.5
246,MURATA MANUFACTURING,2022,Japan,Japan,Electronic & Electrical Equipment,878.110762,11.6,11922.13171,-6.9,7.4,1342.557629,26.2,11.3,2105.440164,-29.8,17.7,73164,-5.7,36081.16843,-17.2
247,GUANGZHOU AUTOMOBILE,2022,China,China,Automobiles & Parts,871.932554,27.2,14763.45907,45.4,5.9,1075.456938,28.4,7.3,-705.711771,5.2,-4.8,100121,3.2,2522.649013,-13.4
248,SAFRAN,2022,France,EU,Aerospace & Defence,868,13.6,19523,29.0,4.4,498,28.7,2.6,3309,94.8,16.9,83276,8.5,43536.00529,-4.1
249,SEAGATE,2022,Ireland,EU,Technology Hardware & Equipment,866.304516,2.3,6922.935656,-30.9,12.5,296.268644,-36.5,4.3,-225.01416,-116.0,-3.3,33400,-16.5,12984.24995,-30.5
250,NEC,2022,Japan,Japan,Software & Computer Services,857.755165,-3.9,23416.1315,9.9,3.7,398.566826,-1.0,1.7,1204.705004,28.6,5.1,118527,0.9,9835.24695,-11.8
251,FOSUN INTERNATIONAL,2022,China,China,Pharmaceuticals & Biotechnology,856.15805,15.4,23538.74585,8.7,3.6,892.831825,11.5,3.8,-217.70238,-196.3,-0.9,108000,12.5,5800.256048,-41.3
252,GREE ELECTRICAL APPLIANCES,2022,China,China,Construction & Materials,851.034787,-1.6,20339.31275,5.4,4.2,810.082111,5.4,4.0,3559.201844,7.8,17.5,72380,-11.6,23943.39374,-27.3
253,FRESENIUS,2022,Germany,EU,Health Care Equipment & Services,850,6.5,40840,8.8,2.1,1917,-6.4,4.7,3321,-20.1,8.1,316920,0.3,13817.34289,-30.5
254,UNITY SOFTWARE,2022,US,US,Leisure Goods,844.919732,29.3,1304.16707,25.3,64.8,53.570246,36.2,4.1,-796.187291,61.5,-61.0,7703,46.9,11942.17067,-64.4
255,CORNING,2022,US,US,Technology Hardware & Equipment,843.8031,12.5,13303.02465,0.8,6.3,1503.844636,-2.0,11.3,1348.209842,-31.9,10.1,57500,-6.0,27199.82271,-15.1
256,ISUZU MOTORS,2022,Japan,Japan,Automobiles & Parts,841.032477,13.6,22585.78571,27.1,3.7,758.52163,7.0,3.4,1790.232334,35.6,7.9,44495,0.4,9511.663075,24.4
257,NATWEST,2022,UK,RoW,Banks,840.664243,55.1,14557.1819,19.5,5.8,722.993877,-29.1,5.0,5510.141135,13.0,37.9,61000,5.5,26944.33937,-3.0
258,DROPBOX,2022,US,US,Software & Computer Services,836.208872,18.0,2179.730919,7.7,38.4,31.689494,52.9,1.5,171.198273,-33.7,7.9,3118,16.9,5875.863832,-37.3
259,HUNAN VALIN STEEL,2022,China,China,Industrial Engineering,834.309102,4.5,21219.25012,-1.8,3.9,818.08894,33.5,3.9,1170.387001,-28.2,5.5,23817,-1.0,3422.49132,-42.8
260,TOYOTA INDUSTRIES,2022,Japan,Japan,Automobiles & Parts,833.201226,21.1,23888.78421,24.9,3.5,2049.511748,22.2,8.6,1273.532366,12.2,5.3,74887,4.3,18009.57051,-15.8
261,INTUITIVE SURGICAL,2022,US,US,Health Care Equipment & Services,824.114361,31.0,5833.679609,9.0,14.1,499.156411,50.6,8.6,1478.624298,-13.4,25.3,12120,23.8,68884.38979,-41.4
262,SAREPTA THERAPEUTICS,2022,US,US,Pharmaceuticals & Biotechnology,822.323623,13.7,874.754735,32.9,94.0,28.899318,-19.9,3.3,-505.134287,18.6,-57.7,1162,38.3,8980.101322,53.6
263,CNH INDUSTRIAL,2022,Netherlands,EU,Automobiles & Parts,818.489007,-30.1,22007.32241,-29.9,3.7,595.349965,21.9,2.7,2636.415908,16.1,12.0,40070,-44.3,15549.24828,-25.7
264,TECHTRONIC INDUSTRIES,2022,China,China,Electronic & Electrical Equipment,818.122421,20.9,12426.32917,0.4,6.6,544.712403,-22.2,4.4,1125.923978,0.9,9.1,44705,-13.1,20532.15593,-46.0
265,ROBLOX,2022,US,US,Leisure Goods,813.685892,66.3,2086.117528,15.9,39.0,399.552956,356.9,19.2,-866.102003,86.6,-41.5,2128,33.0,19999.7325,-49.6
266,SUBARU,2022,Japan,Japan,Automobiles & Parts,808.56954,10.4,26677.62114,37.5,3.0,954.147397,33.3,3.6,1897.473816,196.8,7.1,37521,1.7,13784.17001,24.5
267,TELSTRA,2022,Australia,RoW,Technology Hardware & Equipment,807.969463,42.8,14420.2223,6.7,5.6,1571.475199,13.7,10.9,2169.829943,14.8,15.0,,,,
268,TAKE-TWO INTERACTIVE SOFTWARE,2022,US,US,Software & Computer Services,800.394118,112.9,5015.846894,52.6,16.0,191.449547,28.7,3.8,-938.027779,-310.9,-18.7,11580,48.5,19153.96628,8.8
269,NOVAVAX,2022,US,US,Pharmaceuticals & Biotechnology,799.134976,-46.3,1858.12193,72.9,43.0,83.495254,54.9,4.5,-604.478039,-61.8,-32.5,1992,29.3,2420.371459,-85.5
270,DOW,2022,US,US,Chemicals,797.862709,-0.7,53348.98222,3.5,1.5,1715.73297,-16.6,3.2,5345.961418,-27.6,10.0,37800,5.9,34339.54346,-21.9
271,SAMSUNG SDI,2022,South Korea,RoW,Electronic & Electrical Equipment,796.294541,22.6,14887.95273,48.5,5.3,2081.437232,24.7,14.0,1337.582949,69.4,9.0,,,30421.79498,-24.6
272,BRIDGESTONE,2022,Japan,Japan,Automobiles & Parts,792.963583,17.5,29696.87917,13.2,2.7,1564.080239,37.4,5.3,3683.832933,-38.3,12.4,129262,-4.7,27002.45248,5.7
273,AUTOMATIC DATA PROCESSING,2022,US,US,Support Services,792.049843,5.8,16887.50022,9.2,4.7,193.418421,18.3,1.1,4223.984562,19.2,25.0,63000,5.0,95215.21769,14.8
274,ELECTRICITE DE FRANCE,2022,France,EU,Electricity,792,14.1,143476,69.9,0.6,16923,5.1,11.8,-16642,-369.4,-11.6,171490,2.6,46386.34687,28.0
275,EXELIXIS,2022,US,US,Pharmaceuticals & Biotechnology,791.346673,44.0,1510.465677,12.3,52.4,25.976009,-56.9,1.7,188.903137,-29.7,12.5,1223,28.2,5352.801636,-5.5
276,KEYSIGHT TECHNOLOGIES,2022,US,US,Electronic & Electrical Equipment,788.487119,3.7,5081.56978,9.7,15.5,173.448415,6.3,3.4,1250.703706,23.5,24.6,15000,4.9,27473.21769,-11.3
277,LYFT,2022,US,US,Industrial Transportation,787.478305,-9.5,3839.430675,27.6,20.5,107.791158,45.2,2.8,-1495.059708,43.2,-38.9,4419,-0.8,4752.672175,-67.4
