NAME,TAGLINE,HQ REGION,HQ COUNTRY,HQ CITY kész,LATITUDE,LONGITUDE,TOTAL FUNDING (EUR M) kész,TAGS,INDUSTRIES,SUB INDUSTRIES,GROWTH STAGE,INVESTORS,EACH INVESTOR TYPES,Closest FUA
Roofit.solar,Roofit.solar is a rapidly growing company that makes building integrated solar panels,Europe,Estonia,Tallinn,59.3936282,24.6083192,6.4,solar energy;sustainable development goals;climate tech;esa;space tech;esa sme;space downstream;space tech to energy,real estate;energy,clean energy,early growth,EIT Climate-KIC;BayWa re Energy Ventures;Spring Capital;Helmes,accelerator;corporate_venture_fund;family_office;corporate,Tallinn
Merus Power Dynamics,"Designs and manufactures clean technology to improve power quality, energy efficiency, operational and environmental performance",Europe,Finland,Tampere,61.4765656,23.5109912,3.5,coding;solar energy;sustainable development goals;climate tech,energy,energy providers;clean energy;energy efficiency,early growth,VNT Management;Inventure,venture_capital;venture_capital,Tampere
Kumbaya BV,"A Solar-Powered, telecommunication and Media Hub, \. Electrification powers connectivity.  Connectivity powers knowledge.  Knowledge powers social and economic progress",Europe,Netherlands,The Hague,52.0783399,4.3402934,2.0,modular;nutrition;solar energy;sustainable development goals;climate tech,telecom;energy,clean energy;energy storage,seed,,,The Hague
Eternal Sun,Specialises in solar simulation technology for the purpose of product and material testing,Europe,Netherlands,The Hague,52.064487,4.3834512,2.0,solar energy;testing;verification;risk management;sustainable development goals;climate tech,energy,clean energy,late growth,Vermec;YES!Delft;EIT Climate-KIC,family_office;accelerator;accelerator,The Hague
TechnologyCatalogue.com,"We support the energy transition by providing an online platform that connects companies to technology suppliers and experts, and facilitates innovations towards a more sustainable energy sector",Europe,Netherlands,The Hague,52.0169567,4.359444,1.68,climate tech;sustainable development goals,energy,,early growth,Pjotr van Schothorst;PVS Investments;Rockstart,angel;angel_fund;venture_capital,The Hague
Nerdalize,Cloud storage company that also provide central heating services,Europe,Netherlands,The Hague,51.993398,4.386851,1.51,cloud data services;cloud services;cloud computing;price comparison;developer tools;data analytics;sustainable development goals;climate tech,energy;hosting,energy efficiency,seed,YES!Delft;Symbid;Rotterdam Internet Valley;EIT Climate-KIC;ScaleUpNation;Dutch Technology Foundation STW,accelerator;crowdfunding;accelerator;accelerator;accelerator;corporate,Rotterdam
aQysta,Developer of hydro-powered water pumps,Europe,Netherlands,The Hague,51.993398,4.386851,1.83,hydropower;sustainable development goals;irrigation;climate tech,food;energy,water;agritech;clean energy,early growth,YES!Delft;European Innovation Council;Day One;Eurostars SME programme,accelerator;government;corporate;government,Rotterdam
Ampyx Power,Develops aircraft products that will generate cheaper and more efficient energy,Europe,Netherlands,The Hague,52.0636303,4.3169302,9.64,aerospace;airplanes;aviation & aerospace;sustainable development goals;wind energy;drones;drone flight control software;climate tech,energy,clean energy;energy efficiency,late growth,Oneplanetcrowd;Mainport Innovation Fund;ScaleUpNation;SHIFT Invest;Stimuleringsfonds Volkshuisvesting Nederlandse,crowdfunding;venture_capital;accelerator;venture_capital;venture_capital,The Hague
Solar Monkey,Output prediction and monitoring of PV systems,Europe,Netherlands,The Hague,52.0790397,4.3420166,1.55,data analytics;predictive analytics;analytics;sustainable development goals;solar energy;energy tech;industrial technology;climate tech;spinout,energy,energy efficiency;clean energy,early growth,InnovationQuarter;YES!Delft;4Impact;Delft University of Technology (TU Delft);EIT Climate-KIC,venture_capital;accelerator;venture_capital;university;accelerator,The Hague
Nowi Energy,Advanced energy harvesting power management solution,Europe,Netherlands,The Hague,51.993423,4.3856069,10.5,4g;gsm;smart home;rf technology;battery;consumer electronics;sustainable development goals;climate tech,energy;semiconductors,energy efficiency,early growth,Disruptive Technology Ventures;Netherlands Enterprise Agency (RVO),venture_capital;government,Rotterdam
PHYSEE,"Develops solar, sensor and coating technologies for energy-neutral buildings",Europe,Netherlands,The Hague,52.0000448,4.3777806,14.14,solar energy;sustainable development goals;construction tech;industrial technology;climate tech;spinout,real estate;energy,real estate software;clean energy;energy efficiency;construction,early growth,European Innovation Council;Timeless Investments;European Research Council;DWI Grundbesitz;SHAPE Capital BV;Delft University of Technology (TU Delft);Phase2Earth;Job Dura;Adunare;Edge Technologies;ScaleUpNation;Delft Enterprises,government;family_office;venture_capital;investment fund;venture_capital;university;venture_capital;angel;investment fund;corporate;accelerator;venture_capital,The Hague
Delft IMP,"Offers consultancy, research, and development services and licensing of IP on scalable production of nanostructured materials",Europe,Netherlands,The Hague,51.9933793,4.3866267,10.25,licensing;drones;developer tools;intellectual property;sustainable development goals;climate tech,energy,energy storage,early growth,Delft Enterprises;New Energy Challenge;Pjotr van Schothorst;EIT Climate-KIC;Invest-NL;Project Sandwater,venture_capital;accelerator;angel;accelerator;government;venture_capital,Rotterdam
Kitepower,,Europe,Netherlands,The Hague,51.994512,4.365735,8.1,wind energy;sustainable development goals;climate tech,energy,clean energy,early growth,Horizon 2020 FTI (Fast Track to Innovation);ENERGIIQ;ifund;Windhandel Beheer;InnovationQuarter;Delft Enterprises,government;venture_capital;venture_capital;venture_capital;venture_capital;venture_capital,The Hague
Solaroad,The road that converts sunlight into electricity,Europe,Netherlands,The Hague,52.0825143,4.3255188,2.7,solar energy;infrastructure services;modular;spinout,real estate;energy,clean energy;construction,seed,Provincie Noord Holland (APPA);TNO,corporate;non-profit,The Hague
EXASUN,Producing Glass-Glass solar modules with a high efficiency and a lengthy lifetime,Europe,Netherlands,The Hague,52.0440588,4.3571896,5.0,solar energy;modular;sustainable development goals;climate tech,real estate;energy,clean energy;energy efficiency,early growth,ING Group;ENERGIIQ;ABN AMRO;Icos Capital;No Such Ventures;InnovationQuarter,"corporate;venture_capital;corporate;venture_capital;angel_fund,venture_capital;venture_capital",The Hague
Agrifarm,"Entrepreneurship and innovation in agriculture, food, bioenergy and environmental technology.",Europe,Denmark,Tjele,56.486189,9.578675,1.43,farming;livestock;primary production;biofuel;sustainable development goals;climate tech,food;energy,agritech,early growth,European Innovation Council,government,Aarhus
GFM Fotovoltaica,"GFM, Soluciones de Energía solar GFM fotovoltaica",Europe,Spain,Toledo,39.86183,-4.02524,1.46,solar energy,energy,clean energy,early growth,,,Madrid
SUNCNIM,"SUNCNIM is the solar subsidiary of the CNIM group which designs, builds (EPC) and operates solar plants",Europe,France,Toulon,43.10158,5.88174,60.0,solar energy;sustainable development goals;climate tech,energy,clean energy,early growth,,,Marseille
Pili,"Biofabricates a sustainable alternative to create renewable inks to replace their toxic, non-biological, and non-recyclable versions",Europe,France,Toulouse,43.583117,1.448664,10.1,biotechnology;biomaterials;sustainable development goals;climate tech;synthetic biology,energy,waste solution,early growth,SOSV;Bpifrance;Elaia Partners;Fashion For Good;Wiseed;Plug and Play,venture_capital;venture_capital;venture_capital;corporate;crowdfunding;venture_capital,Toulouse
SUNiBrain,Innovative cooling system for large photovoltaic power plants,Europe,France,Toulouse,43.613348,1.308293,1.3,cooling tech;solar energy,energy,energy efficiency;clean energy,seed,Wiseed;Galia Gestion,"crowdfunding;private_equity,venture_capital",Toulouse
Nexess,Nexess develops and sells security management solutions for nuclear and Seveso-type plants,Europe,France,Toulouse,43.636407,1.376681,3.5,rfid;aerospace;nuclear fission;sustainable development goals;industrial connectivity;industrial technology;energy tech;climate tech,security;energy,public safety,early growth,CEA Investissement;Seventure Partners;Région Sud Investissement;Primaveris;Sigma Gestion;Turenne Capital,"venture_capital;venture_capital;venture_capital;investment fund;private_equity,venture_capital;venture_capital",Toulouse
Ilek,Leading electricity supplier that directly connects renewable energy producers and consumers,Europe,France,Toulouse,43.5998979,1.4431481,6.0,sustainable development goals;climate tech,energy,energy providers;clean energy,late growth,Alter Equity;Kima Ventures,"private_equity,venture_capital;private_equity,venture_capital",Toulouse
Aziugo,Making Wind Projects More Bankable,Europe,France,Toulouse,43.575282,1.374659,1.33,wind energy;sustainable development goals;climate tech,energy,clean energy,seed,European Innovation Council,government,Toulouse
Water Horizon,Water Horizon develops highly innovative renewable energy solutions for industrial heating and cooling applications. The technology is an industrial transportable thermal battery. It recovers waste heat from industrial activities and it stores heat with a high density without any loss of energy over time,Europe,France,Toulouse,43.5644404,1.4908321,5.0,sustainable development goals;climate tech,energy,energy storage,early growth,Plug and Play;Banque des Territoires,venture_capital;investment fund,Toulouse
Enobraq,Developing fermentation processes to transform CO2 into commodity chemicals through synthetic biology,Europe,France,Toulouse,43.552187,1.482413,2.9,biotechnology;sustainable development goals;climate tech;synthetic biology,health;energy,clean energy;biotechnology,seed,IRDInov;Auriga Partners;CEA Investissement;Sofinnova Partners;Supernova Invest;Auriga Partners (Paris),investment fund;venture_capital;venture_capital;venture_capital;venture_capital;venture_capital,Toulouse
Cozyenergy,Solution for energy efficiency,Europe,France,Toulouse,43.604652,1.444209,4.5,sustainable development goals;climate tech,real estate;energy,energy efficiency,late growth,Demeter Partners;Credit Mutuel Arkea;BTP Capital Investment;Irdi Soridec Gestion;Caisse d'Epargne;Banque Populaire Occitane,"private_equity,venture_capital;corporate;venture_capital;venture_capital;corporate;investment fund",Toulouse
Ze-Watt,Electric vehicle recharge solutions at the workplace,Europe,France,Toulouse,43.56303,1.49213,1.0,electric vehicle;sustainable development goals;ev charging operations and monitoring;ev charging;climate tech,energy;transportation,mobility,early growth,Takara Capital;Bpifrance;IRDI Gestion;Ca Toulouse 31 Initiatives,venture_capital;venture_capital;venture_capital;angel,Toulouse
OpenAirlines,"Reduce fuel consumption on planes 2-5% through efficient real time routing, based on aggregated data, adapted to current conditions",Europe,France,Toulouse,43.6028381,1.4454734,2.0,vivatech2019;airplanes;aviation & aerospace;flight management;sustainable development goals;energy tech;industrial technology;climate tech,energy;transportation,,late growth,Bpifrance;Alter Equity,"venture_capital;private_equity,venture_capital",Toulouse
PowiDian,"PowiDian designs, markets, and maintains stand-alone decentralized power stations (Micro Grid)",Europe,France,Tours,47.398643,0.787165,2.0,lithium ion batteries;vivatech2019;solar energy,energy,clean energy,early growth,Xerys,"private_equity,venture_capital",Nantes
Aquafil S.p.A.,Leading player in production of polyamide 6 in Italy & globally,Europe,Italy,Trent,45.9178609,10.8855763,135.0,recycling;waste reduction;plastic;chemistry,energy;kids,,mature,STEP Tech Park,accelerator,Milan
GA Drilling,"Provides scalable, modular, solutions to zero-carbon emissions energy production",Europe,Slovakia,Trnava,48.38195,17.58568,4.28,geothermal energy;sustainable development goals;climate tech,energy,clean energy,late growth,IPM Group;Lead Ventures;Extantia Capital,venture_capital;venture_capital;venture_capital,Bratislava
WaterView,Services for the collection and analysis of Big Data in meteorological field,Europe,Italy,Turin,45.0687328,7.6777817,1.66,primary production;isensing & robotics;farming;weather forecasting;sustainable development goals;space tech;esa;esa sme;space downstream;space tech to agriculture and food,food;energy,water;agritech,early growth,Club degli Investitori;European Innovation Council;Progress Tech Transfer Fund;MITO Technology;LIFTT;Cariplo Factory,"angel_fund,venture_capital;government;venture_capital;venture_capital;venture_capital;accelerator",Turin
Enerbrain,Energy saving solutions for non-residential buildings,Europe,Italy,Turin,45.0753231,7.7338319,7.2,smart sensor;industrial iot;industry 4.0;sustainable development goals;energy tech;industrial technology;climate tech,real estate;energy,energy efficiency,late growth,Controlli;Iren;GELLIFY;Boost Heroes;BIND 4.0 - Basque Open Innovation Platform;Iren Up Cleantech Ventures;EIT Digital Accelerator;Electricite De France;Equiter;Azimut Libera Impresa SGR;Plug and Play;Électricité de France (EDF group);I3P S.c.p.a.,venture_capital;corporate;accelerator;venture_capital;accelerator;corporate_venture_fund;accelerator;corporate;venture_capital;corporate;venture_capital;corporate;venture_capital,Turin
Gasera,Our unique gas measurement products help protect the environment and keep people safe from exposure of harmful gases,Europe,Finland,Turku,60.4499849,22.2935154,2.35,analytics;oil & gas;sustainable development goals,security;energy,public safety,early growth,European Innovation Council;Innovestor Ventures;Innovestor,government;venture_capital;venture_capital,Turku
Lovenergi,,Europe,Italy,Udine,46.06452,13.23808,1.42,solar energy,energy,oil & gas,seed,,,Ljubljana
Altris,Develops a new sodium-ion battery cathode material that is made entirely of abundant and environmental materials,Europe,Sweden,Uppsala,59.848544,17.6619687,11.51,lithium ion batteries;sustainable development goals;climate tech,energy,energy storage;clean energy,early growth,EIT InnoEnergy;Molindo;Molindo;Northvolt,venture_capital;corporate;investment fund;corporate,Uppsala
Peafowl Plasmonics (formerly Peafowl Solar Power),"Deep tech start-up company based in Uppsala, Sweden, empowering the next generation of electronic applications",Europe,Sweden,Uppsala,59.8297452,17.6522289,4.87,solar energy;sustainable development goals;climate tech,energy,clean energy,early growth,Almi Invest;Industrifonden;Navigare Ventures,"venture_capital;venture_capital;private_equity,venture_capital",Uppsala
Save by Solar,"Creating simple, profitable and secure solutions for producing and consuming renewable energy",Europe,Sweden,Uppsala,59.8637865,17.6640694,1.2,solar energy;sustainable development goals;climate tech,energy,clean energy;energy providers;energy efficiency,early growth,BLUE;Polar Structure;Blue,service provider;investment fund;venture_capital,Uppsala
Orbisk,"Fully automated, AI powered food waste monitor for professional kitchens, optimizing profitability and sustainability!",Europe,Netherlands,Utrecht,52.0755985,5.1056875,4.21,sustainable development goals;food waste;climate tech,food;energy,waste solution;kitchen & cooking tech,early growth,DOEN Participaties;BOM Brabant Ventures;EIT Food;PeakBridge Partners;EIT Climate-KIC;ScaleUpNation;European Innovation Council,venture_capital;venture_capital;accelerator;venture_capital;accelerator;accelerator;government,Utrecht
Solease,"We do this by renting solar panels for a monthly fee that is immediately lower than the current electricity bill. Solease is responsible for the purchase, financing, installation, repair, insurance and monitoring",Europe,Netherlands,Utrecht,52.0903304,5.1063283,11.5,solar energy;sustainable development goals;climate tech,real estate;energy,clean energy,early growth,EIT Climate-KIC,accelerator,Utrecht
Solease,Provides solar panels to consumers for a monthly fee,Europe,Netherlands,Utrecht,52.0854032,5.1690986,5.0,solar energy;climate tech;sustainable development goals,energy,clean energy,early growth,UtrechtInc;Duurzaam Investeren;Arosa Capital Management;CF Capital Management;Energiefonds Utrecht;Energiefonds Overijssel;Oost NL,"accelerator;crowdfunding;venture_capital;private_equity,venture_capital;venture_capital;venture_capital;venture_capital",Utrecht
Energyworx,Crunching the future of energy data,Europe,Netherlands,Utrecht,52.0283019,5.1425429,7.1,sustainable development goals;energy tech;industrial technology;climate tech,energy;enterprise software,energy efficiency,late growth,HenQ;EDP Ventures;SET Ventures;ENGIE New Ventures;EDP Starter;Eneco Energy Ventures,"venture_capital;corporate_venture_fund,venture_capital;venture_capital;corporate_venture_fund;accelerator;corporate_venture_fund",Utrecht
Withthegrid,Asset monitoring monitoring platform for energy infrastructure,Europe,Netherlands,Utrecht,52.100972,5.0784226,1.0,optimization;industrial automation;analytics;sustainable development goals;climate tech,energy,energy efficiency,early growth,EIT Digital Accelerator;EIT Climate-KIC;Boundary Holding;ROM Utrecht Region,accelerator;accelerator;venture_capital;venture_capital,Utrecht
Sensorfact,Smart energy savings in the manufacturing industry,Europe,Netherlands,Utrecht,52.0843449,5.1155419,18.76,industry 4.0;energy tech;industrial technology;sustainable development goals;climate tech,energy,energy efficiency,late growth,Engie Rassembleurs d’Energies;UtrechtInc;EIT InnoEnergy;FORWARD.one Venture Capital;Engie;Korys;SET Ventures;EnergyLab,venture_capital;accelerator;venture_capital;venture_capital;corporate;family_office;venture_capital;accelerator,Utrecht
AEROX,Polymer Solutions for Wind Turbine Rotor Blades,Europe,Spain,Valencia,39.5800365,-0.544045,2.01,polymer;wind energy;sustainable development goals;advanced materials;industrial technology;innovative material tech;polymers and polymer alternatives;climate tech,energy,clean energy,early growth,European Innovation Council;EIT Climate-KIC;David Mor,government;accelerator;angel,Valencia
Gana Energía,Offering a real alternative to the oligopoly of the large electricity companies in Spain by offering fair and accessible rates,Europe,Spain,Valencia,39.4675712,-0.3907836,1.45,solar energy;wind energy;sustainable development goals;climate tech,energy,energy providers;clean energy,early growth,Bewater Funds;Angels Capital;Repsol ;François Derbaix,venture_capital;venture_capital;corporate;angel,Valencia
Cysnergy,Engineering company dedicated to the design and installation of intelligent electrical energy management system,Europe,Spain,Valencia,39.5037093,-0.4431618,1.0,sustainable development goals;climate tech,energy,energy efficiency,seed,European Innovation Council,government,Valencia
Ingelia,Technology developer Hydrothermal carbonization technologies,Europe,Spain,Valencia,39.4820432,-0.3639147,1.6,biofuel;biomass,energy;transportation,clean energy,early growth,European Innovation Council;EIT InnoEnergy,government;venture_capital,Valencia
Solaris Offgrid,Reduces energy poverty in Africa thanks to its integrated affordable rural energy solution,Europe,Spain,Valencia,39.4699075,-0.3762881,1.09,sustainable development goals;climate tech,energy,energy efficiency;clean energy;waste solution,early growth,EIT Climate-KIC;KissKissBankBank;emaze;Zubi Labs;GAIA impact fund;Renovafrica;EIT InnoEnergy,accelerator;crowdfunding;corporate;venture_capital;venture_capital;venture_capital;venture_capital,Valencia
Brite Solar,Brite Solar is a nanomaterials company utilizing innovative materials and deposition techniques to deliver a new class of glass materials for building construction,Europe,Netherlands,Venlo,51.4065041,6.1227403,10.18,solar energy;office space;sustainable development goals;eicfund;climate tech,energy,clean energy,early growth,Startupbootcamp;European Innovation Council;Rainmaking;Startupbootcamp Smart Materials;Startupbootcamp Fintech New York;EIC Fund (European Innovation Council Fund),accelerator;government;venture_capital;venture_capital;accelerator;venture_capital,Eindhoven
Solarus Sunpower,Solar energy technology systems for professional customers worldwide,Europe,Netherlands,Venlo,51.38766,6.13144,7.24,solar energy;sustainable development goals;energy tech;industrial technology;climate tech,energy,clean energy,early growth,ForestEffectFund;NIBC Capital Partners;Eurostars SME programme,venture_capital;venture_capital;government,Eindhoven
Aviloo,Brings transparency to the state of health of the battery in an electric vehicle,Europe,Austria,Vienna,48.0903149,16.3466892,5.48,automotive;battery;electric vehicle;eicfund;ev battery,energy;transportation,energy storage;vehicle production,early growth,European Innovation Council;Green Rocket;EIC Fund (European Innovation Council Fund);Invest AG,government;crowdfunding;venture_capital;venture_capital,Vienna
Helioz R&D,Helioz is a social enterprise engaged in R&D and sale of affordable products for low income households in developing countries,Europe,Austria,Vienna,48.1939561,16.3570767,1.87,charging technology;solar energy;water treatment;sustainable development goals;climate tech,health;energy,,early growth,European Innovation Council;AC & Friends GmbH,government;venture_capital,Vienna
Enspired,AI-powered energy trading services for Europe’s intraday markets,Europe,Austria,Vienna,48.14115745,16.31950541,7.91,algorithmic trading;sustainable development goals;climate tech,energy,energy efficiency;clean energy,early growth,Emerald Technology Ventures;360 Capital Partners;A2A;Helen Ventures,venture_capital;venture_capital;corporate;corporate_venture_fund,Vienna
Hydrogrid,Fully automated software solutions for the optimal control of hydro power plants 'from water to money'​,Europe,Austria,Vienna,48.2089216,16.3807564,1.0,sustainable development goals;hydropower;climate tech,energy,clean energy;water,early growth,CNB Capital;EIT Climate-KIC;SET Ventures,venture_capital;accelerator;venture_capital,Vienna
Twingz,"Provides several applications based on the concepts of its IoT platform and it's sensors and actuators, the digital identities which represent things and the rule-based engine which makes use of machine- and deep-learning technologies",Europe,Austria,Vienna,48.1967916,16.3461328,1.45,pr;predictive analytics;trading;appliances;insurtech related;sustainable development goals;climate tech,real estate;energy,water;energy efficiency,seed,Startupbootcamp;Fusion.xyz;HOWZAT Partners;Rainmaking;InsurTech Hub Munich;Startupbootcamp Smart Materials;Startupbootcamp Fintech New York;EIT Climate-KIC;ANGELGATE AG,accelerator;accelerator;venture_capital;venture_capital;accelerator;venture_capital;accelerator;accelerator;venture_capital,Vienna
Heliovis AG,"HELIOVIS AG developed, produces, and markets the HELIOtube technology, a lightweight pneumatic solar concentrator",Europe,Austria,Vienna,48.072502,16.316809,1.47,solar energy;sustainable development goals;climate tech,energy,clean energy,early growth,European Innovation Council,government,Vienna
Crystalsol,Technological company that focusses on developing a new type of flexible photovoltaic technology,Europe,Austria,Vienna,48.1941134,16.3953555,14.42,solar energy;eic;sustainable development goals;climate tech,energy;semiconductors,clean energy,early growth,European Innovation Council;Conor Venture Partners;Arax Capital Partners;Norwegian Venture Capital;Energy Future Invest,"government;venture_capital;venture_capital;private_equity,venture_capital;venture_capital",Vienna
Inbalance grid,Developing intelligent electric vehicle charging solutions for businesses and grid operators,Europe,Lithuania,Vilnius,54.6871555,25.2796514,2.45,startuplithuania;electric vehicle;sustainable development goals;ev charging;climate tech,energy;transportation,clean energy;maintenance;energy storage,early growth,Contrarian Ventures;Mantas Mikuckas;Ernestas Petkevicius;Coinvest capital;EIT Climate-KIC;Mantas Mikuckas;Tomas Dirvonskas;Paulius Šarka,venture_capital;angel;angel;venture_capital;accelerator;angel;angel;angel,Vilnius
Ferroli Limited,Ferroli Limited is range of domestic and commercial boilers and renewable energy,Europe,Italy,Vincenza,45.4054383,11.2906073,16.4,appliances;outside tech;solar energy,energy;home living,,mature,Attestor Capital LLP,venture_capital,Milan
Optimitive,Provides energy saving and efficiency services to process industries,Europe,Spain,Vitoria,42.911404,-2.664505,1.4,process technologies;industrial analytics;industrial technology;manufacturing tech;energy tech,energy;enterprise software,energy efficiency,early growth,Enzen;GGM Venture Capital - High Growth IT Fund;Surge Accelerator;BIC Araba,service provider;venture_capital;accelerator;accelerator,Bilbao
Nevomo,"Developing a technology that enables a quick, phased implementation of hyperloop-inspired transportation technology within railways’ systems",Europe,Poland,Warsaw,52.2441948,21.0022353,5.61,crowdfunding;vivatech2019;research and development;sustainable development goals;climate tech,energy;transportation,clean energy;mobility;vehicle production,early growth,National Center for Research & Development of Poland;Seedrs;Hutter Private Equity;ValueTech Seed;MassChallenge,non-profit;crowdfunding;private_equity;venture_capital;accelerator,Warsaw
Wento,Wento is into construction of wind farms in Poland,Europe,Poland,Warsaw,52.2347886,21.0152889,40.0,wind energy;sustainable development goals;climate tech,energy,clean energy,late growth,Enterprise Investors,private_equity,Warsaw
Biotrem,A technology company developing an innovative production process of bio-based tableware and packaging,Europe,Poland,Warsaw,52.2296756,21.0122287,2.29,biotechnology;packaging and containers;sustainable development goals;climate tech,energy,waste solution,early growth,European Innovation Council;EIT Food,government;accelerator,Warsaw
Syntoil,Transforming contaminated soot from batch pyrolysis process into tailor-made recovered Carbon Black,Europe,Poland,Wroclaw,51.098859,17.0267587,3.3,recycling;sustainable development goals;climate tech,energy,waste solution,seed,TDJ Pitango;IMPACT POLAND;European Innovation Council;TDJ,venture_capital;accelerator;government;family_office,Wroclaw
Frandsen industri,Processing worn-out fishing nets into valuable raw materials,Europe,Denmark,Aalborg,56.672956,9.972127,1.44,mechanical solutions;process technologies,energy,clean energy,early growth,European Innovation Council,government,Aalborg
Ento Labs,The easiest way to optimize energy consumption in public and commercial buildings,Europe,Denmark,Aarhus,56.1586902,10.2155391,3.27,,energy,clean energy,early growth,Incuba Venture;Voyager VC,venture_capital;venture_capital,Aarhus
Ecosave packaging aps,Better & environmentally friendly packaging,Europe,Denmark,Aarhus,56.162939,10.203921,4.19,outside tech;packaging and containers,energy;marketing,waste solution;clean energy,mature,European Innovation Council,government,Aarhus
Strohm,"Design, qualification & production of Thermoplastic Composite Pipe (TCP)",Europe,Netherlands,Amsterdam,52.4589529,4.5699157,23.0,composite materials;oil & gas;energy supply,energy,clean energy;oil & gas;energy efficiency,late growth,Saudi Aramco Energy Ventures;HPE Growth;Shell Ventures;Chevron Technology Ventures;Evonik Venture Capital;Schroder Adveq;Netherlands Enterprise Agency (RVO);Martin Duits;Royal Dutch Shell,"corporate_venture_fund;private_equity,venture_capital;corporate_venture_fund;corporate_venture_fund;corporate_venture_fund;private_equity,venture_capital;government;angel;corporate",Amsterdam
Matrix Control Solutions,"Distributes, installs, maintains, and supports building automation and energy management systems",Europe,Germany,Ruhr,51.4250042,6.993903,12.0,,energy,energy efficiency,late growth,E.ON;LDC,corporate;private_equity,Dusseldorf
BJS Ceramics GmbH,,Europe,Germany,Augsburg,48.43167,10.86094,2.5,,travel;energy,energy efficiency,seed,European Innovation Council,government,Munich
Smartive,Smartive – Powerful Empathy With the Wind,Europe,Spain,Barcelona,41.38804,2.17001,1.91,cloud computing,energy;transportation,clean energy,seed,EIT InnoEnergy;European Innovation Council,venture_capital;government,Barcelona
IRIS,IRIS Multisite | IRIS web sites root,Europe,Spain,Barcelona,41.35599,2.07081,1.6,mechanical solutions;manufacturing tech;innovation radar;analytics;industrial connectivity;industrial technology,energy;enterprise software,energy efficiency,late growth,European Innovation Council;Horizon 2020 FTI (Fast Track to Innovation),government;government,Barcelona
Klaren International,The inventor and developer of the proprietary technology for self-cleaning shell and tube heat exchangers,Europe,Netherlands,Barneveld,52.14118,5.58888,2.5,,energy,energy efficiency,early growth,Bilfinger Venture Capital,venture_capital,Utrecht
Lemnis Lighting,"Lemnis strives to enable the transition from current wasteful lighting solutions towards energy-efficient alternatives, without forcing upon consumers concessions in terms of their needs and expectations",Europe,Netherlands,Barneveld,52.14019,5.584151,34.09,,energy,energy efficiency,early growth,,,Utrecht
DazeTechnology,"Daze Technology, an Italian high-tech start-up, has developed DazePlug, the first totally autonomous conductive charging system for Electric Vehicles (EV) to automate EV recharge",Europe,Italy,Bergamo,45.7341319,9.5785589,5.0,eicfund,energy,clean energy;energy storage,early growth,A11 Venture;European Innovation Council;035 investimenti S.p.A;Day One;EIC Fund (European Innovation Council Fund),venture_capital;government;investment fund;corporate;venture_capital,Milan
Solipac,Distributor of energy solutions,Europe,France,Beziers,43.172214,2.979178,2.7,,energy,clean energy;energy providers,late growth,Bpifrance;M Capital Partners,venture_capital;venture_capital,Montpellier
CUBBIT,"Distributed, encrypted, green cloud storage",Europe,Italy,Bologna,44.494887,11.3426163,1.98,,energy,energy efficiency,late growth,EIT Climate-KIC;Ulixes Capital Partners;EIT Digital Accelerator,accelerator;venture_capital;accelerator,Milan
BASE Innovation,Energy efficiency for buildings,Europe,France,Bordeaux,44.773824,-0.657118,1.5,,energy,energy efficiency,early growth,Aviva Impact Investing;INCO,venture_capital;accelerator,Bordeaux
Drekan,"Design, installation and operation of energy production and distribution infrastructures",Europe,France,Bourges,47.026061,3.084453,4.0,,energy,clean energy,early growth,CAP3Ri;Turenne Capital;Nord Capital Partenaires,venture_capital;venture_capital;venture_capital,Lyon
Rein4ced,Impact resistant carbon fibre composites and has developed and patented a brand new impact resistant composite material,Europe,Belgium,Brussels,50.9226243,4.5142324,19.0,user behavior;aerospace;automotive;bicycle;composite materials;spinout,energy,clean energy,early growth,Innovation Fund;EIT Raw Materials;Capricorn Partners;Quest for Growth;KU Leuven;Finindus;Gemma Frisius Fund - GFF;PMV;Invest for jobs,venture_capital;government;venture_capital;venture_capital;university;corporate;venture_capital;venture_capital;venture_capital,Brussels
You Know Watt,Offers virtual sub-metering technology to give users a detailed insight in energy consumption patterns,Europe,Belgium,Brussels,50.8503463,4.3517211,1.38,appliances;analytics;data analytics,energy;enterprise software,energy efficiency,late growth,,,Brussels
Wegatech,Renewable energy solutions for your home,Europe,Germany,Cologne,50.938361,6.959974,2.0,,energy;home living,clean energy,late growth,Yabeo Capital;Ron Hillmann;LMU Entrepreneurship Center;BonVenture Management,venture_capital;angel;accelerator;venture_capital,Cologne
Nordic Power Convertors,Nordic Power Converters has developed a power converter that is five times smaller and lighter and has 2-5 times longer lifetime,Europe,Denmark,Copenhagen,55.722386,12.421753,4.01,,energy;semiconductors,clean energy,early growth,Seed Capital Denmark;PreSeed Ventures;Pre seed innovation,venture_capital;venture_capital;venture_capital,Copenhagen
FFK environment,Range of waste disposal and secondary raw material production services.,Europe,Germany,Cottbus,51.857423,14.412951,12.0,,energy,waste solution,late growth,Zouk Capital,"advisor,private_equity",Berlin
Cylon Controls,Building - Energy Management - Systems - BEMS,Europe,Ireland,Dublin,32.077814,-98.343876,7.0,appliances;consumer electronics;aviation & aerospace;charging technology,energy,energy efficiency,mature,ABB Group,corporate,Galway
