World rank,Company,Country,Region,Industry,R&D 2019 (€million),R&D one-year growth (%),Net sales (€million),Net sales one-year growth (%),R&D intensity (%),Capex (€million),Capex one-year growth (%),Capex intensity (%),Op.profits (€million),Op.profits one-year growth (%),Profitability (%),Employees,Employees one-year growth (%),Market cap (€million),Market cap one-year growth (%),,,,,,,
586,TOKAI RIKA,Japan,Japan,Automobiles & Parts,229.4,8.752320647,4078.8,-1.50557969, 5.6 ,182.5,-11.2270401, 4.5 ,184.3,-12.7,4.5,19452.0,0.3,1289.9,-28.3,,,,,,,
587,SAAB,Sweden,EU,Aerospace & Defence,228.5,10.05071434,3391.7,6.86753528, 6.7 ,116.1,-18.09588162, 3.4 ,275.1,26.9,8.1,17420.0,1.9,3508.1,-19.2,,,,,,,
588,PERFECT WORLD,China,China,Media,228.2,27.90547245,1014.1,0.032008292, 22.5 ,57.2,219.1532195, 5.6 ,161.8,-20.9,16.0,4842.0,12.6,3960.5,168.9,,,,,,,
589,STANLEY BLACK & DECKER,US,US,Household Goods & Home Construction,227.2,-7.469180566,12855.8,3.288419728, 1.8 ,378.0,-13.69640319, 2.9 ,1538.6,1.2,12.0,59438.0,-2.2,17946.1,-6.2,,,,,,,
590,SHANGHAI TUNNEL ENGINEERING,China,China,Construction & Materials,227.1,35.96643808,5511.4,16.90653463, 4.1 ,165.4,-1.87158693, 3.0 ,315.3,11.1,5.7,11060.0,2.4,2371.3,-1.7,,,,,,,
591,SILICON LABORATORIES,US,US,Technology Hardware & Equipment,226.9,10.29777617,745.6,-3.537276041, 30.4 ,14.5,-33.45188382, 1.9 ,50.5,-33.5,6.8,1545.0,2.7,4205.5,11.2,,,,,,,
592,IMMUNOMEDICS,US,US,Pharmaceuticals & Biotechnology,226.9,172.4086705,0.3,," 86,397.2 ",6.1,-38.91911761," 2,321.7 ",-289.2,124.7,-110114.9,366.0,5.8,2187.4,-50.8,,,,,,,
593,WINGTECH TECHNOLOGY,China,China,Mobile Telecommunications,226.1,110.8767391,5278.0,140.923055, 4.3 ,123.0,437.4503906, 2.3 ,200.0,307.6,3.8,22467.0,367.5,3711.1,,,,,,,,
594,INDRA SISTEMAS,Spain,EU,Software & Computer Services,225.3,7.269870742,3203.9,3.228497278, 7.0 ,30.8,24.84706073, 1.0 ,202.2,18.9,6.3,50349.0,15.2,1264.8,-32.5,,,,,,,
595,NCR,US,US,Technology Hardware & Equipment,225.2,0.796812749,6155.4,7.962529274, 3.7 ,81.0,-36.36363636, 1.3 ,579.5,137.6,9.4,36000.0,5.9,3377.1,13.3,,,,,,,
596,YOKOGAWA ELECTRIC,Japan,Japan,Electronic & Electrical Equipment,225.2,5.162101284,3299.2,0.178593123, 6.8 ,81.0,25.79214247, 2.5 ,212.8,-24.4,6.4,18107.0,1.5,3998.5,-15.3,,,,,,,
597,AJINOMOTO,Japan,Japan,Food Producers,225.1,-0.81587203,8973.7,-2.434094351, 2.5 ,601.2,5.012467189, 6.7 ,415.2,-32.2,4.6,32509.0,-5.8,8677.5,-1.4,,,,,,,
598,DERMAVANT SCIENCES,US,US,Pharmaceuticals & Biotechnology,224.6,574.4903606,,,,1.3,3707.696739,,-243.2,549.1,,48.0,,,,,,,,,,
599,LIXIL GROUP,Japan,Japan,Construction & Materials,224.5,-3.262665625,13822.5,-7.5394738, 1.6 ,463.0,-1.209810937, 3.3 ,322.4,-327.3,2.3,61634.0,-2.1,4449.9,-20.1,,,,,,,
600,LONDON STOCK EXCHANGE,UK,Row,Financial Services,224.3,9.71428534,2401.4,7.587650447, 9.3 ,47.9,-18.00000045, 2.0 ,821.1,-6.4,34.2,4698.0,6.7,28407.2,51.1,,,,,,,
601,WIX.COM,Israel,RoW,Software & Computer Services,223.9,26.22375866,677.5,26.06972945, 33.1 ,19.6,56.76329295, 2.9 ,-71.4,162.0,-10.5,3071.0,23.5,6225.1,35.5,,,,,,,
602,COMMERZBANK,Germany,EU,Banks,223.0,-40.69148936,9116.0,2.750225428, 2.4 ,360.0,29.96389892, 3.9 ,1129.0,-9.2,12.4,48512.0,-0.1,6492.2,-36.2,,,,,,,
603,BANK OF IRELAND,Ireland,EU,Banks,223.0,7.729468599,3001.0,4.418928323, 7.4 ,81.0,12.5, 2.7 ,645.0,-22.8,21.5,10440.0,0.7,3734.9,-50.8,,,,,,,
604,PARKER-HANNIFIN,US,US,Industrial Engineering,222.9,-12.78017365,12191.1,-4.36305771, 1.8 ,207.0,19.22302149, 1.7 ,1593.7,-13.0,13.1,50520.0,-9.2,18961.4,-8.4,,,,,,,
605,VERINT SYSTEMS,US,US,Software & Computer Services,221.6,15.00697686,1160.4,6.008309078, 19.1 ,31.2,10.54724493, 2.7 ,87.6,-15.7,7.5,6500.0,6.6,3167.4,12.9,,,,,,,
606,VARIAN MEDICAL SYSTEMS,US,US,Health Care Equipment & Services,220.4,5.857204188,2870.8,10.48268302, 7.7 ,51.6,21.59329284, 1.8 ,403.2,-4.4,14.0,10062.0,40.3,8586.5,-5.9,,,,,,,
607,PTC,US,US,Software & Computer Services,219.8,-1.155444378,1117.7,1.111832266, 19.7 ,57.3,78.71590666, 5.1 ,104.4,49.8,9.3,6055.0,-0.9,6712.5,-36.0,,,,,,,
608,DONGFANG ELECTRIC,China,China,Industrial Engineering,217.8,11.11532506,3953.2,7.108755251, 5.5 ,81.8,247.1776643, 2.1 ,259.7,97.0,6.6,17360.0,-1.4,168.3,-0.5,,,,,,,
609,LINE,Japan,Japan,Software & Computer Services,217.0,39.32760731,1881.9,-1.94873365, 11.5 ,126.3,-26.03753732, 6.7 ,-299.1,-327.6,-15.9,7913.0,22.0,7330.2,-26.9,,,,,,,
610,AHOLD,Netherlands,EU,Food & Drug Retailers,217.0,13.02083333,66260.0,5.524677103, 0.3 ,2218.0,24.60674157, 3.3 ,2662.0,11.0,4.0,380000.0,2.2,25195.6,-3.6,,,,,,,
611,TSINGHUA TONGFANG,China,China,Technology Hardware & Equipment,216.8,22.91009942,2903.8,-6.516928095, 7.5 ,133.4,-27.26720905, 4.6 ,20.3,-109.4,0.7,13111.0,2.5,3334.3,-7.2,,,,,,,
612,JOHNSON MATTHEY,UK,Row,Chemicals,216.1,5.113636474,17026.2,35.66309912, 1.3 ,387.8,54.41860496, 2.3 ,485.9,-22.2,2.9,14152.0,-4.3,6578.1,-16.8,,,,,,,
613,MERCADOLIBRE,US,US,Software & Computer Services,215.9,111.9270062,2044.1,59.50468617, 10.6 ,121.8,40.21647711, 6.0 ,-136.3,120.4,-6.7,9703.0,34.0,26310.8,95.5,,,,,,,
614,PTC THERAPEUTICS,US,US,Pharmaceuticals & Biotechnology,215.2,42.00933904,273.3,15.95790491, 78.8 ,12.2,93.84246442, 4.5 ,-214.7,108.5,-78.6,754.0,45.8,2343.9,25.5,,,,,,,
615,ACADIA PHARMACEUTICALS,US,US,Pharmaceuticals & Biotechnology,214.0,28.43617575,301.8,51.50375067, 70.9 ,1.0,-47.43945248, 0.3 ,-219.5,-0.4,-72.7,501.0,16.5,3557.5,124.8,,,,,,,
616,INTERCEPT PHARMACEUTICALS,US,US,Pharmaceuticals & Biotechnology,214.0,17.0928343,224.3,40.15372329, 95.4 ,1.0,580.2435169, 0.5 ,-278.1,9.4,-124.0,583.0,20.7,1867.9,-36.5,,,,,,,
617,COMMONWEALTH BANK OF AUSTRALIA,Australia,RoW,Banks,213.9,-21.68949781,14486.0,-1.647118604, 1.5 ,567.5,179.1411047, 3.9 ,6535.2,-10.9,45.1,43585.0,-3.5,87270.9,11.6,,,,,,,
618,SUMITOMO RUBBER INDUSTRIES,Japan,Japan,Automobiles & Parts,213.7,1.62141198,7287.2,-0.104334056, 2.9 ,481.9,-11.06493809, 6.6 ,279.9,-41.1,3.8,39233.0,3.6,2572.8,-27.2,,,,,,,
619,BEIQI FOTON MOTOR,China,China,Industrial Engineering,213.7,-28.47880618,5429.1,14.16230537, 3.9 ,312.2,-4.797562429, 5.8 ,-91.4,-76.0,-1.7,22767.0,-21.8,1801.5,13.4,,,,,,,
620,WARTSILA,Finland,EU,Industrial Engineering,213.0,9.230769231,5170.0,-0.077309625, 4.1 ,116.0,5.454545455, 2.2 ,363.0,-33.1,7.0,18795.0,-2.6,6600.7,-38.7,,,,,,,
621,SVENSKA HANDELSBANKEN,Sweden,EU,Banks,212.2,35.84558847,4265.8,1.81402789, 5.0 ,104.7,57.41007273, 2.5 ,2086.4,-1.0,48.9,12548.0,2.0,15873.7,-21.6,,,,,,,
622,DOLBY LABORATORIES,US,US,Media,211.7,0.454825744,1105.2,17.7337379, 19.2 ,85.7,32.22869177, 7.8 ,261.4,60.4,23.6,2193.0,2.0,3534.1,-12.1,,,,,,,
623,TRANE TECHNOLOGIES,Ireland,EU,Industrial Engineering,211.0,3.629208825,14775.6,5.940056927, 1.4 ,226.2,-30.49781197, 1.5 ,1796.0,5.2,12.2,50000.0,2.0,26039.3,17.7,,,,,,,
624,LONGI GREEN ENERGY TECHNOLOGY,China,China,Electronic & Electrical Equipment,210.9,36.25747822,4168.5,49.60397444, 5.1 ,342.7,-29.66656235, 8.2 ,865.0,124.0,20.8,32873.0,56.1,12735.6,165.8,,,,,,,
625,UMICORE,Belgium,EU,Industrial Metals & Mining,210.5,7.180818571,17485.1,27.4725906, 1.2 ,529.5,13.62650191, 3.0 ,511.9,-12.1,2.9,14128.0,3.9,7138.2,-39.7,,,,,,,
626,ZHENGZHOU YUTONG BUS,China,China,Automobiles & Parts,210.5,-3.014362128,3578.8,-4.198968391, 5.9 ,117.9,-12.50242265, 3.3 ,254.8,-33.5,7.1,18082.0,-7.4,4098.3,-4.1,,,,,,,
627,ASELSAN ELEKTRONIK SANAYI VE TICARET,Turkey,RoW,Electronic & Electrical Equipment,208.5,221.1374527,1948.2,44.44722081, 10.7 ,53.2,3.407742806, 2.7 ,402.4,54.2,20.7,6797.0,19.4,3113.2,-29.4,,,,,,,
628,AMPHENOL,US,US,Electronic & Electrical Equipment,208.5,6.020824172,7321.9,0.285296269, 2.8 ,262.6,-5.022537025, 3.6 ,1463.9,-3.0,20.0,74000.0,0.5,23178.4,-8.3,,,,,,,
629,SUNTORY,Japan,Japan,Beverages,208.5,1.436963861,18719.2,1.951410662, 1.1 ,1010.2,12.56328916, 5.4 ,2080.8,4.0,11.1,40210.0,1.9,,,,,,,,,
630,EASTMAN CHEMICAL,US,US,Chemicals,208.3,-0.425531915,8254.4,-8.649394148, 2.5 ,378.3,-19.50757576, 4.6 ,1108.2,-17.4,13.4,14500.0,0.0,7971.6,-34.7,,,,,,,
631,CNOOC,China,China,Oil & Gas Producers,207.9,-29.38122016,29709.9,2.410072416, 0.7 ,9174.7,40.4712675, 30.9 ,10823.5,4.0,36.4,18703.0,2.1,59714.3,-15.7,,,,,,,
632,SYMRISE,Germany,EU,Chemicals,207.7,2.994350563,3407.9,8.047540418, 6.1 ,151.1,-28.80399955, 4.4 ,464.2,7.0,13.6,10264.0,6.4,11484.2,9.4,,,,,,,
633,TOYODA GOSEI,Japan,Japan,Automobiles & Parts,207.6,-15.26061616,6631.6,-3.303977339, 3.1 ,378.4,-6.253157945, 5.7 ,149.2,-55.4,2.2,39403.0,-0.1,2008.0,-28.7,,,,,,,
634,YONYOU NETWORK TECHNOLOGY,China,China,Software & Computer Services,207.5,12.95635744,1032.5,10.51457433, 20.1 ,47.9,-22.8439529, 4.6 ,144.8,-3.9,14.0,17271.0,7.4,10114.0,51.2,,,,,,,
635,VIFOR PHARMA,Switzerland,RoW,Pharmaceuticals & Biotechnology,207.0,10.4462971,1725.9,18.46522789, 12.0 ,44.1,-23.44497582, 2.6 ,298.8,42.9,17.3,2792.0,4.5,9376.4,-12.2,,,,,,,
636,CHECK POINT SOFTWARE TECHNOLOGIES,Israel,RoW,Software & Computer Services,206.8,12.93914017,1775.7,4.08693047, 11.6 ,23.1,51.0292122, 1.3 ,784.9,-3.5,44.2,5152.0,1.6,14595.2,-11.3,,,,,,,
637,HOLOGIC,US,US,Health Care Equipment & Services,206.7,6.172839779,2997.4,4.642779453, 6.9 ,97.1,3.314393407, 3.2 ,-104.3,-47.6,-3.5,6478.0,3.6,11747.3,22.0,,,,,,,
638,JSR,Japan,Japan,Chemicals,205.8,2.021590889,3854.9,-4.869490649, 5.3 ,358.5,21.37807255, 9.3 ,246.7,-30.0,6.4,9050.0,3.5,3206.0,-19.4,,,,,,,
639,SICK,Germany,EU,Electronic & Electrical Equipment,205.8,6.178201683,1750.7,6.960828159, 11.8 ,76.6,-2.819992389, 4.4 ,132.8,13.1,7.6,10204.0,13.6,,,,,,,,,
640,SIRIUS XM,US,US,Media,205.6,117.975938,6937.9,35.06179156, 3.0 ,323.1,2.051430858, 4.7 ,1540.9,0.2,22.2,4534.0,68.0,24439.5,-13.8,,,,,,,
641,KWS SAAT,Germany,EU,Food Producers,205.6,3.976307057,1113.3,4.244053438, 18.5 ,86.7,57.3068761, 7.8 ,145.1,8.0,13.0,4126.0,-19.8,2204.4,-4.5,,,,,,,
642,PROOFPOINT,US,US,Software & Computer Services,205.1,24.34204138,790.6,23.87690826, 25.9 ,31.3,19.2094038, 4.0 ,-93.4,3.2,-11.8,3368.0,28.9,5670.4,4.7,,,,,,,
643,YELP,US,US,Media,205.1,-0.861289981,902.8,7.575630709, 22.7 ,33.4,51.00004019, 3.7 ,31.6,37.1,3.5,5950.0,-1.3,2118.7,-39.6,,,,,,,
644,NICE,Israel,RoW,Software & Computer Services,204.3,6.251649119,1401.0,8.957514587, 14.6 ,55.2,-2.66229023, 3.9 ,212.5,20.8,15.2,5996.0,8.9,8650.0,31.8,,,,,,,
645,JIANGLING MOTORS,China,China,Automobiles & Parts,203.9,6.728245198,3562.6,2.581581214, 5.7 ,206.0,16.7128779, 5.8 ,-17.6,-58.1,-0.5,14788.0,-10.6,230.5,-24.2,,,,,,,
646,ZOOMLION HEAVY INDUSTRY SCIENCE AND TECHNOLOGY,China,China,Industrial Engineering,203.3,140.0000024,5517.4,50.9112451, 3.7 ,137.8,192.4324322, 2.5 ,665.5,44.8,12.1,19016.0,25.8,4242.7,38.2,,,,,,,
647,DOOSAN INFRACORE,South Korea,RoW,Industrial Engineering,203.3,17.60948054,6293.5,5.895545137, 3.2 ,345.6,72.59341806, 5.5 ,646.1,-0.9,10.3,,,989.1,-35.1,,,,,,,
648,YAMAHA,Japan,Japan,Leisure Goods,202.4,-0.449330103,3379.1,-4.63794942, 6.0 ,167.0,1.391640472, 4.9 ,353.4,-18.4,10.5,20203.0,-0.8,7164.6,-13.7,,,,,,,
649,JACK HENRY & ASSOCIATES,US,US,Software & Computer Services,202.3,9.522294584,1510.7,9.298437339, 13.4 ,47.7,-0.111943848, 3.2 ,338.8,9.6,22.4,6717.0,4.9,9935.9,-8.7,,,,,,,
650,ENDRESS & HAUSER,Switzerland,RoW,Electronic & Electrical Equipment,202.0,9.672516461,2651.8,8.034159621, 7.6 ,215.0,38.43850226, 8.1 ,343.4,3.9,13.0,14328.0,2.9,,,,,,,,,
651,GENERAL MILLS,US,US,Food Producers,199.8,1.126633875,15690.4,4.514621825, 1.3 ,410.2,-14.28571429, 2.6 ,2703.3,13.5,17.2,35000.0,-12.5,28901.4,18.4,,,,,,,
652,ARENA PHARMACEUTICALS,US,US,Pharmaceuticals & Biotechnology,199.6,116.3644605,717.8,4387.651735, 27.8 ,4.3,596.3874238, 0.6 ,442.7,-443.5,61.7,320.0,64.9,2345.8,37.5,,,,,,,
653,MAHINDRA & MAHINDRA,India,RoW,Automobiles & Parts,199.1,10.70888022,10270.9,-11.62119033, 1.9 ,468.0,-13.67958645, 4.6 ,-314.2,-367.2,-3.1,39792.0,-7.2,8212.0,-45.2,,,,,,,
654,BIONTECH,Germany,EU,Pharmaceuticals & Biotechnology,198.9,59.49345776,108.6,-14.88222614, 183.2 ,38.6,26.12589058, 35.5 ,-181.5,279.7,-167.2,1195.0,41.6,,,,,,,,,
655,INGENICO,France,EU,Electronic & Electrical Equipment,197.9,7.22858273,3370.1,27.49110993, 5.9 ,136.4,16.27510485, 4.0 ,311.3,11.8,9.2,8669.0,10.6,5746.9,50.3,,,,,,,
656,SUPER MICRO COMPUTER,US,US,Technology Hardware & Equipment,197.1,23.10693898,2972.5,-4.60178381, 6.6 ,39.5,78.42971852, 1.3 ,76.2,-11.9,2.6,3987.0,8.6,869.4,-2.2,,,,,,,
657,ILLINOIS TOOL WORKS,US,US,Industrial Engineering,196.7,-5.150214592,12559.2,-4.462351029, 1.6 ,290.2,-10.43956044, 2.3 ,3028.3,-5.1,24.1,45000.0,-6.3,43151.5,4.1,,,,,,,
658,APELLIS PHARMACEUTICALS,US,US,Pharmaceuticals & Biotechnology,196.7,109.8756354,,,,1.5,,,-256.4,125.1,,235.0,170.1,1649.9,70.4,,,,,,,
659,HOYA,Japan,Japan,Leisure Goods,196.7,0.128753611,4703.2,1.897456741, 4.2 ,368.5,69.37987409, 7.8 ,2039.2,-7.4,43.4,36795.0,-1.6,26912.2,33.1,,,,,,,
660,KDDI,Japan,Japan,Technology Hardware & Equipment,195.8,1.175825776,42723.0,3.087738197, 0.5 ,3205.4,-1.64943395, 7.5 ,8365.9,2.3,19.6,31527.0,-24.9,54472.1,-10.3,,,,,,,
661,SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS,China,China,Health Care Equipment & Services,195.8,15.39775255,2077.6,20.63548313, 9.4 ,99.0,14.53447414, 4.8 ,639.1,20.3,30.8,9875.0,6.9,2886.9,,,,,,,,
662,HANDSUN TECHNOLOGIES,China,China,Software & Computer Services,195.6,10.8693776,486.6,18.89736483, 40.2 ,46.8,150.3565405, 9.6 ,119.7,88.1,24.6,7357.0,3.3,7602.5,81.1,,,,,,,
663,THERAVANCE BIOPHARMA,US,US,Pharmaceuticals & Biotechnology,195.2,8.890081181,65.3,21.6067588, 298.6 ,2.8,-56.13259967, 4.3 ,-224.2,5.5,-343.1,316.0,-12.9,1110.7,-21.8,,,,,,,
664,KRONES,Germany,EU,Industrial Engineering,194.5,8.640306536,3958.9,2.72173182, 4.9 ,107.6,-11.43837363, 2.7 ,54.1,-74.4,1.4,17353.0,4.9,1587.6,-52.0,,,,,,,
665,PLANTRONICS,US,US,Technology Hardware & Equipment,194.3,8.118938089,1510.6,1.340969317, 12.9 ,20.4,-14.61730767, 1.3 ,-668.1,1230.2,-44.2,6584.0,-12.1,1094.6,-53.9,,,,,,,
666,ENI,Italy,EU,Oil & Gas Producers,194.0,-1.52284264,69881.0,-7.835456728, 0.3 ,8049.0,-8.304853042, 11.5 ,6725.0,-41.5,9.6,32053.0,1.1,49715.7,-14.4,,,,,,,
667,BAIC BLUEPARK,China,China,Electronic & Electrical Equipment,193.3,42.95163838,1545.6,-16.88739174, 12.5 ,331.0,77.34419788, 21.4 ,37.2,-35.2,2.4,5711.0,43.0,1452.3,,,,,,,,
668,HARLEY-DAVIDSON,US,US,Automobiles & Parts,192.7,12.99582434,4772.8,-6.211190549, 4.0 ,161.5,-15.02276143, 3.4 ,523.4,-27.1,11.0,5000.0,-5.7,4450.5,-29.6,,,,,,,
669,WEBASTO,Germany,EU,Automobiles & Parts,192.7,18.65315926,3747.6,9.160385613, 5.1 ,343.0,50.51932266, 9.2 ,107.4,-46.3,2.9,13892.0,4.5,,,,,,,,,
670,ATARA BIOTHERAPEUTICS,US,US,Pharmaceuticals & Biotechnology,192.4,29.04626332,,,,5.1,-84.04175539,,-263.2,24.7,,393.0,26.4,646.0,-60.9,,,,,,,
671,ANGANG STEEL,China,China,Industrial Metals & Mining,191.4,6.903914325,13266.8,0.452418851, 1.4 ,435.1,20.88495584, 3.3 ,350.0,-75.3,2.6,33750.0,-5.0,3177.4,-33.8,,,,,,,
672,POU CHEN,Taiwan,RoW,Personal Goods,190.5,3.429499661,9259.2,6.764203102, 2.1 ,367.1,-13.72710682, 4.0 ,480.5,2.0,5.2,351591.0,-0.2,3415.4,15.8,,,,,,,
673,SANTEN PHARMACEUTICAL,Japan,Japan,Pharmaceuticals & Biotechnology,190.4,-1.759333334,1970.5,3.217163911, 9.7 ,47.5,6.47166386, 2.4 ,273.7,-19.3,13.9,4108.0,0.9,6070.1,6.8,,,,,,,
674,DNB,Norway,RoW,Banks,189.8,3.311257856,5518.1,10.46211921, 3.4 ,468.2,44.71952389, 8.5 ,3166.7,7.8,57.4,9336.0,-3.1,23536.0,-15.3,,,,,,,
675,ENGIE,France,EU,"Gas, Water & Multiutilities",189.0,3.846153846,60058.0,-4.404297652, 0.3 ,6524.0,5.191873589, 10.9 ,3760.0,-3.2,6.3,171103.0,-31.5,33667.8,9.5,,,,,,,
676,CLARIANT,Switzerland,RoW,Chemicals,188.5,-1.442307712,4044.4,-33.57994867, 4.7 ,251.0,15.18987317, 6.2 ,151.7,-69.8,3.8,17223.0,-3.8,5560.4,-24.8,,,,,,,
677,VEEVA SYSTEMS,US,US,Software & Computer Services,187.9,31.80592093,982.8,28.05244664, 19.1 ,2.8,-63.11611962, 0.3 ,254.8,28.4,25.9,3501.0,37.1,18781.2,66.0,,,,,,,
678,SK TELECOM,South Korea,RoW,Fixed Line Telecommunications,187.5,-5.629153231,13641.9,5.154344329, 1.4 ,2703.9,6.714186302, 19.8 ,853.4,-7.6,6.3,34548.0,1.6,14868.2,-8.8,,,,,,,
679,HANWHA AEROSPACE,South Korea,RoW,Aerospace & Defence,187.5,29.19275606,4047.2,18.21032089, 4.6 ,230.1,6.798405236, 5.7 ,127.0,210.7,3.1,,,1542.0,54.2,,,,,,,
680,EXTREME NETWORKS,US,US,Technology Hardware & Equipment,187.1,14.27856702,843.9,-4.797201088, 22.2 ,13.6,-32.82886271, 1.6 ,-39.9,623.8,-4.7,2584.0,-4.8,718.2,8.7,,,,,,,
681,BRIDGEBIO PHARMA,US,US,Pharmaceuticals & Biotechnology,186.9,49.88398881,36.1,, 517.6 ,2.3,21.1202848, 6.5 ,-237.0,45.0,-656.4,248.0,,3167.8,,,,,,,,
682,TAISHO PHARMACEUTICAL,Japan,Japan,Pharmaceuticals & Biotechnology,186.6,9.975481978,2353.7,10.31385849, 7.9 ,44.5,58.88177417, 1.9 ,170.2,-26.2,7.2,9354.0,81.9,5139.5,-41.9,,,,,,,
683,TELEDYNE TECHNOLOGIES,US,US,Aerospace & Defence,186.6,12.93103448,2816.1,9.021986353, 6.6 ,78.7,1.843317972, 2.8 ,437.7,18.0,15.5,11790.0,8.7,9993.1,31.8,,,,,,,
684,ASCENDIS PHARMA,Denmark,EU,Pharmaceuticals & Biotechnology,186.3,33.62040529,13.4,26.40582176," 1,393.2 ",5.2,94.82628399, 38.6 ,-226.7,46.5,-1695.1,330.0,52.8,4201.9,60.2,,,,,,,
685,CANADIAN NATIONAL RAILWAY,Canada,RoW,Travel & Leisure,186.1,-3.53356885,10168.0,4.161720548, 1.8 ,2634.5,9.459076768, 25.9 ,3814.5,1.7,37.5,25975.0,1.0,60228.3,3.7,,,,,,,
686,ECOLAB,US,US,Chemicals,186.0,-3.240740741,13268.9,1.623239385, 1.4 ,712.7,-5.489316429, 5.4 ,1977.1,2.5,14.9,50200.0,2.4,52845.0,36.6,,,,,,,
687,S&T,Austria,EU,Technology Hardware & Equipment,186.0,34.84813338,1122.9,13.32188224, 16.6 ,27.1,7.949974111, 2.4 ,61.2,0.5,5.4,4934.0,13.8,104.0,-23.9,,,,,,,
688,SIKA,Switzerland,RoW,Chemicals,184.1,5.646438182,7455.5,14.44943123, 2.5 ,165.2,-23.00771217, 2.2 ,970.1,11.5,13.0,25141.0,25.3,18523.1,-8.0,,,,,,,
689,ANHUI JIANGHUAI AUTOMOBILE,China,China,Automobiles & Parts,183.3,-27.75380973,5548.2,-7.524034128, 3.3 ,28.1,-72.98667503, 0.5 ,22.4,-118.6,0.4,24487.0,-7.9,1174.7,-0.4,,,,,,,
690,AAC TECHNOLOGIES HOLDINGS,China,China,Electronic & Electrical Equipment,182.8,12.53843895,2278.4,-1.364480241, 8.0 ,196.7,-47.4893441, 8.6 ,345.2,-39.3,15.2,39385.0,9.4,4683.2,-61.5,,,,,,,
691,NISSHINBO,Japan,Japan,General Industrials,182.7,13.45218781,4157.6,22.44937186, 4.4 ,207.5,-5.764671189, 5.0 ,-79.1,97.4,-1.9,22889.0,0.2,1157.3,-36.4,,,,,,,
692,PEGASYSTEMS,US,US,Software & Computer Services,182.7,12.93269465,811.3,2.22099839, 22.5 ,9.4,-10.80467379, 1.2 ,-120.1,691.9,-14.8,5155.0,10.9,4941.3,10.8,,,,,,,
693,CHANGE HEALTHCARE,US,US,Software & Computer Services,182.5,1.381520031,2940.2,0.647341663, 6.2 ,230.2,4.692573936, 7.8 ,400.3,22.5,13.6,15000.0,7.1,1559.2,,,,,,,,
694,FLIR SYSTEMS,US,US,Electronic & Electrical Equipment,181.8,15.84175301,1679.7,6.270252756, 10.8 ,39.9,45.56267265, 2.4 ,267.4,-10.9,15.9,4265.0,16.9,5947.4,-22.8,,,,,,,
695,AVAYA HOLDINGS,US,US,Technology Hardware & Equipment,181.6,-2.857142857,2569.9,1.262714837, 7.1 ,100.6,52.7027027, 3.9 ,-401.5,-7616.7,-15.6,7900.0,-2.5,1395.4,-39.0,,,,,,,
696,ZHEN DING TECHNOLOGY HOLDING,Taiwan,RoW,Electronic & Electrical Equipment,181.5,8.908308813,3550.1,1.827304164, 5.1 ,449.3,20.35616925, 12.7 ,428.5,-4.4,12.1,,,3094.5,65.5,,,,,,,
697,HISENSE VISUAL TECHNOLOGY,China,China,Leisure Goods,181.3,19.38335283,3922.4,-3.182269026, 4.6 ,28.3,-39.46235513, 0.7 ,69.4,27.8,1.8,19461.0,-7.4,1275.3,-23.1,,,,,,,
698,TBEA,China,China,Electronic & Electrical Equipment,181.3,-6.155203141,4541.7,-7.806743131, 4.0 ,1037.5,93.64856533, 22.8 ,394.3,-15.2,8.7,17098.0,9.2,3113.7,-2.4,,,,,,,
699,HUSQVARNA,Sweden,EU,Industrial Engineering,180.9,4.477612242,4046.9,2.901302173, 4.5 ,151.0,2.269779609, 3.7 ,336.0,52.7,8.3,13083.0,-7.1,3382.4,4.8,,,,,,,
700,GLENMARK PHARMACEUTICALS,India,RoW,Pharmaceuticals & Biotechnology,180.8,18.19337167,1212.1,8.168001081, 14.9 ,100.5,-22.94599108, 8.3 ,174.0,-0.9,14.4,12037.0,-12.2,2343.8,9.2,,,,,,,
701,DOCUSIGN,US,US,Software & Computer Services,180.4,4.69292444,867.0,38.94637277, 20.8 ,64.1,136.8921182, 7.4 ,-172.3,-54.6,-19.9,3909.0,29.3,7314.8,-16.1,,,,,,,
702,CHINA RAILWAY SIGNAL & COMMUNICATION,China,China,Software & Computer Services,180.3,17.81642727,5240.5,3.236158033, 3.4 ,104.5,-16.71526615, 2.0 ,572.7,-1.1,10.9,20175.0,5.0,1057.8,-15.3,,,,,,,
703,SCHINDLER,Switzerland,RoW,Industrial Engineering,180.2,10.11235972,10362.5,3.603272364, 1.7 ,206.9,-8.163265279, 2.0 ,1156.6,-0.9,11.2,66306.0,2.8,8460.2,-2.2,,,,,,,
704,ITRON,US,US,Electronic & Electrical Equipment,180.0,-2.744041605,2227.6,5.317625319, 8.1 ,54.1,1.329397736, 2.4 ,123.7,405.5,5.6,7900.0,-1.3,2439.4,5.0,,,,,,,
705,LITE-ON TECHNOLOGY,Taiwan,RoW,Technology Hardware & Equipment,179.9,-4.173715317,5261.6,-14.07708482, 3.4 ,153.0,-8.366569959, 2.9 ,326.6,-13.4,6.2,38676.0,-7.5,3475.4,35.3,,,,,,,
706,ESTEE LAUDER,US,US,Personal Goods,179.8,11.60220994,12723.9,-3.828298459, 1.4 ,554.6,-16.26344086, 4.4 ,610.6,-72.9,4.8,48000.0,0.0,39101.1,40.3,,,,,,,
