NAME,TAGLINE,HQ REGION,HQ COUNTRY,HQ CITY kész,LATITUDE,LONGITUDE,TOTAL FUNDING (EUR M) kész,TAGS,INDUSTRIES,SUB INDUSTRIES,GROWTH STAGE,INVESTORS,EACH INVESTOR TYPES,Closest FUA
Terra Solar,Solar farm developer,Europe,Ireland,Dublin,53.3498053,-6.2603097,2.5,solar energy;natural resources;sustainability;farming;sustainable development goals;core sustainable impact;affordable and clean energy (#7);climate action (#13),energy,clean energy,seed stage,ESB International,corporate,Dublin
Urbee,Electric bike sharing platform,Europe,Netherlands,Amsterdam,52.3679843,4.9035614,2.1,mobility;bicycle;sustainable development goals;bike,energy,mobility,seed stage,AKEF,venture_capital,Amsterdam
Q3energie,"Q3 ENERGY develops, produces, and markets electronic devices, preferably for the field of renewable energies",Europe,Germany,Kaufbeuren,47.897353,10.64235,2.13,smart home;solar energy,energy,clean energy,seed stage,European Innovation Council,government,Munich
Stile,We develop a new industrial process for photovoltaïc cells,Europe,France,Poitiers,46.580224,0.340375,1.32,solar energy;sustainable development goals,energy,clean energy,early growth stage,Horizon 2020 FTI (Fast Track to Innovation);Demeter Partners,"venture_capital;private_equity,venture_capital",Nantes
Paptic,"Paptic is manufacturing company that revolutionizes environmental new material, wood-based renewable and recyclable products",Europe,Finland,Helsinki,60.1805964,24.8243236,3.3,sustainable packaging;ecological packaging;biodegradable;packaging and containers;recycling;wood;sustainable development goals;core sustainable impact;responsible consumption and production (#12);sustainable cities and communities (#11);climate action (#13);industry innovation and infrastructure (#9);luxury;advanced materials;industrial technology;nordic impact 2021;spinout,energy,waste solution,early growth stage,European Innovation Council;Voima Ventures;Besodos Investors;Proxy Ventures;VTT Ventures;Lafayette Plug and Play;Fashion For Good;Plug and Play;Plug and Play Insurtech;Bob Rode;Plug and Play Retailtech,government;venture_capital;family_office;venture_capital;venture_capital;accelerator;corporate;accelerator;accelerator;angel;accelerator,Helsinki
AW-Energy,Wave energy technology developer,Europe,Finland,Helsinki,60.306082,24.865763,25.0,sustainable development goals;core sustainable impact;hydropower;affordable and clean energy (#7);climate action (#13);nordic impact 2021,energy,clean energy,early growth stage,,,Helsinki
Hydraredox,Hydraredox develops and manufacturers electrochemical energy storage based on proprietary vanadium redox technology,Europe,Spain,Saragossa,41.6488226,-0.8890853,1.67,mechanical solutions;sustainable development goals;core sustainable impact;battery;affordable and clean energy (#7);climate action (#13),energy,energy storage,seed stage,European Innovation Council,government,Bilbao
Liftra,Development and manufacturing of specialized lifting and transportation solutions for the global wind turbine industry,Europe,Denmark,Aalborg,57.009972,9.900337,1.94,wind energy;sustainable development goals;affordable and clean energy (#7);nordic impact 2021,energy,clean energy,late growth stage,European Innovation Council;Market Maturation Fund,government;venture_capital,Aalborg
Ferroamp Elektronik AB,"Develops, manufactures and markets innovative power electronics for a more efficient use of electrical energy",Europe,Sweden,Stockholm,59.3933925,17.8765266,3.08,consumer electronics;sustainable development goals;core sustainable impact;affordable and clean energy (#7);climate action (#13);nordic impact 2021,energy,energy efficiency,early growth stage,EIT InnoEnergy;Almi Invest;European Innovation Council,accelerator;venture_capital;government,Stockholm
Aqylon,"AQYLON is designs and manufacturing company of ORC turbines, which transform heat into electricity and thermal power from renewable sources",Europe,France,Paris,48.8154781,2.3051741,1.5,geothermal energy,energy,clean energy,early growth stage,Incubateur Paris And Co;Starquest Capital,accelerator;venture_capital,Paris
Qivivo,An energy savings provider,Europe,France,Nantes,47.2066795,-1.5629036,2.77,sustainable development goals;smart home;smart building;affordable and clean energy (#7);climate action (#13);core sustainable impact;industry innovation and infrastructure (#9),energy,energy efficiency,seed stage,Bpifrance;GO Capital;Kima Ventures;Saint-Gobain;European Innovation Council;Horizon 2020 FTI (Fast Track to Innovation),venture_capital;venture_capital;venture_capital;corporate;government;venture_capital,Nantes
Cool4sea,Cooling technology that recycles thermal waste energy and utilizes it for marine air-conditioning and battery cooling,Europe,Denmark,Svendborg,55.055687,10.613068,1.06,energy saving;cooling tech;heating;mechanical solutions;sustainable development goals;marine;affordable and clean energy (#7);climate action (#13);maritime;nordic impact 2021,energy,waste solution,seed stage,European Innovation Council,government,Odense
Exoès,Exhaust waste heat recovery technology,Europe,France,Bordeaux,44.775978,-0.638494,2.13,truck;recovery;automotive;fuel;waste management;sustainable development goals;core sustainable impact;responsible consumption and production (#12);affordable and clean energy (#7);climate action (#13),energy,waste solution,early growth stage,European Innovation Council;Eurostars SME programme,government;government,Bordeaux
Eniram,Energy management technology to reduce fuel consumption and emissions for the maritime industry,Europe,Finland,Helsinki,60.1663497,24.9008934,10.0,shipping;carbon emissions;marine;sustainable development goals;core sustainable impact;affordable and clean energy (#7);climate action (#13);maritime;industrial analytics;industrial technology;nordic impact 2021,energy,energy efficiency,late growth stage,Conor Venture Partners;Wartsila;Ferd Venture;Tesi,"venture_capital;corporate;private_equity,venture_capital;private_equity,venture_capital",Helsinki
Hydro66,"Nordic colocation data center in Sweden, ultra-green, ultra-efficient, 100% hydropower",Europe,Sweden,Boden,65.805071,21.683491,9.09,colocation;data analytics;green technology;money management;industry innovation and infrastructure (#9);responsible consumption and production (#12);sustainable development goals;nordic impact 2021,energy,energy efficiency,early growth stage,Black Green Capital,venture_capital,Oulu
Soltiles,SolTiles creates innovative solar roofing technology- to retrofit an existing residence or for a new build,Europe,France,Compiegne,49.406365,2.793681,4.34,sustainable development goals;core sustainable impact;solar energy;affordable and clean energy (#7);climate action (#13),energy,clean energy,seed stage,European Innovation Council,government,Paris
REDstack,"Development, scaling up and marketing of reverse electrodialysis technology",Europe,Netherlands,Leeuwarden,53.0242548,5.6824199,9.09,marine energy,energy,water,early growth stage,,,Amsterdam
SUNiBrain,"Toulouse company, markets cooling systems for photovoltaic power plants",Europe,France,Toulouse,43.613348,1.308293,1.3,consulting services;cooling tech;heating;solar energy,energy,clean energy,seed stage,Wiseed;Galia Gestion,"crowdfunding;private_equity,venture_capital",Toulouse
DyeCoo Textile Systems,DyeCoo provide the world’s first water-free and process chemical-free dyeing solution,Europe,Netherlands,Amsterdam,52.3147588,5.0219136,8.16,sustainable development goals;core sustainable impact;affordable and clean energy (#7);clean water and sanitation (#6);climate action (#13),energy,,early growth stage,Eurostars SME programme;Nike,government;corporate,Amsterdam
Green Creative,The commercialization of innovative products in the field of waste treatment.,Europe,France,Paris,48.764956,2.496068,2.6,waste management;consulting services;green technology;product;recycling;waste reduction;internet of things;eco-friendly;ecologically friendly;innovation management;mechanical solutions;sustainable development goals;core sustainable impact;affordable and clean energy (#7);responsible consumption and production (#12);climate action (#13),energy,waste solution,early growth stage,Scientipole Ile-de-France Capital;Incubateur Paris And Co;Alter Equity,"venture_capital;accelerator;private_equity,venture_capital",Paris
Likuid nano,"Supplying Membranes and Filtration Solutions to our Partners, Engineering Companies and OEM's worldwide",Europe,Spain,Donostia-San Sebastian,43.318334,-1.9812313,2.47,waste management;sustainable development goals;clean water and sanitation (#6),energy,waste solution,seed stage,European Innovation Council,government,Bilbao
Picvisa,"Machine vision systems for sorting materials, with high focus on the recycling industry",Europe,Spain,Barcelona,41.3850639,2.1734035,1.2,plastic;recycling;waste reduction;sustainable development goals;industrial robotics;industrial technology;waste treatment robots,energy,waste solution,early growth stage,European Innovation Council,government,Barcelona
PLC system,We take energy from the sun,Europe,Italy,Naples,40.9441091,14.371438,1.76,sun;solar energy,energy,clean energy,late growth stage,European Innovation Council,government,Rome
Eco GTB,More energy efficient buildings,Europe,France,Paris,48.884333,2.321558,2.3,monitoring;analytics;energy efficiency;energy tech;industrial technology,energy,energy efficiency,early growth stage,Aster Capital;Alter Equity;Aster,"venture_capital;private_equity,venture_capital;corporate",Paris
Smappee,The first energy buddy that reduces your energy consumption in a sustainable manner,Europe,Belgium,Kortrijk,50.822944,3.310553,2.45,smart home;banking;social;monitoring;app;shopping;appliances;energy saving;saas;internet of things;oem;utilities;iot;solar energy;automated technology;data analytics;second hand;retail;smart tech;sound technology;energy tech;industrial technology,energy,clean energy,early growth stage,Stefan Grosjean,angel,Lille
ToughTrough,ToughTrough provides innovative and highly efficient solutions for solar applications,Europe,Germany,Bremen,53.0792962,8.8016936,2.17,solar energy,energy,clean energy,seed stage,European Innovation Council,government,Hamburg
Innowaste,Specializes in developing burning technology and processing sewage sludge,Europe,Hungary,Budapest,47.497912,19.040235,1.51,sustainable development goals;core sustainable impact;wastewater treatment;clean water and sanitation (#6);affordable and clean energy (#7);climate action (#13),energy,waste solution,early growth stage,European Innovation Council,government,Budapest
Voltia,"Deploying electric vehicles into delivery and logistic fleets in a smooth, cost effective, and risk free manner",Europe,Slovakia,Bratislava,48.14924,17.10699,8.2,delivery;electric vehicle;sustainability;sustainable development goals;risk management;retail;affordable and clean energy (#7);sustainable cities and communities (#11);climate action (#13),energy,clean energy,early growth stage,Neulogy Ventures,venture_capital,Bratislava
Watly,Watly builds the most advanced and beautifully designed solar water purifiers and micro-powers station in the world.,Europe,Italy,Bari,41.1007588,16.7848407,1.42,solar energy;sustainable development goals;desalination,energy,clean energy,seed stage,European Innovation Council;Startupbootcamp,government;accelerator,Rome
Heliovis AG,"HELIOVIS AG developed, produces, and markets the HELIOtube technology, a lightweight pneumatic solar concentrator",Europe,Austria,Vienna,48.072502,16.316809,1.47,solar energy;sustainable development goals;core sustainable impact;affordable and clean energy (#7);climate action (#13),energy,clean energy,early growth stage,European Innovation Council,government,Vienna
Eco Baltia,Providing waste collection and recycling management services,Europe,Latvia,Riga,56.9541624,24.0624206,10.0,waste management;recycling;sustainable development goals;core sustainable impact;affordable and clean energy (#7);responsible consumption and production (#12);climate action (#13),energy,waste solution,early growth stage,,,Riga
ZenRobotics,Manufacturing AI-powered sorting robots for the waste industry,Europe,Finland,Helsinki,60.1721326,24.9464123,16.33,recycling;waste management;waste reduction;sustainable development goals;circular economy;plastic;industrial robotics;industrial technology;waste treatment robots;nordic impact 2021,energy,waste solution,late growth stage,Invus;Lifeline Ventures;European Innovation Council;Eurostars SME programme;Innovestor Ventures,"private_equity,venture_capital;venture_capital;government;government;venture_capital",Helsinki
BioMCN,Produces and sells industrial quantities of bio-methanol,Europe,Netherlands,Groningen,53.313166,6.962736,36.0,biotechnology;biofuel,energy,,late growth stage,Waterland Private Equity;OCI,"private_equity,venture_capital;corporate",Enschede
Helioclim,"Innovative solution for reversible climate control, supplied by concentrative thermic solar energy systems",Europe,France,Cannes,43.569123,6.944906,1.8,consulting services;solar energy;sustainable development goals;core sustainable impact;affordable and clean energy (#7);climate action (#13),energy,clean energy,seed stage,Région Sud Investissement;Rhone-Alpes Creation;Arts&Metiers Business Angels,venture_capital;venture_capital;venture_capital,Nice
Bsq solar,Manufacturer of CPV solar electric systems,Europe,Spain,Madrid,40.4482298,-3.710155,1.63,solar energy;sustainable development goals;core sustainable impact;affordable and clean energy (#7);climate action (#13),energy,clean energy,seed stage,European Innovation Council,government,Madrid
Cake,"CAKE high performance, electric, off road motorbikes",Europe,Sweden,Stockholm,59.3435,18.068786,12.73,sustainable development goals;electric vehicle;nordic impact 2021,energy,,early growth stage,Creandum;EVentures;Headline,venture_capital;venture_capital;venture_capital,Stockholm
Charge Amps,Develops userfriendly and flexible products for electric vehicle charging,Europe,Sweden,Stockholm,59.373172,18.016583,13.2,car;automotive;product;electric;banking;sharing economy;green technology;user behavior;navigation;mapping;parking;charging technology;fuel;sensor;sound technology;vehicle;industry innovation and infrastructure (#9);sustainable cities and communities (#11);responsible consumption and production (#12);sustainable development goals;nordic impact 2021,energy,vehicle production,early growth stage,Swedbank Robur;NyTeknik,corporate;corporate,Stockholm
Le Floch Depollution,"Specializes in the treatment of oil sludge, clean-up, and waste management activity of soils and waters",Europe,France,Brest,48.554364,-3.884885,14.09,sustainable development goals;core sustainable impact;affordable and clean energy (#7);climate action (#13),energy,water,early growth stage,Demeter Partners;Ouest Croissance;CM-CIC Capital Prive,"private_equity,venture_capital;venture_capital;venture_capital",Rennes
Solergy italia,"Solergy develops, manufactures, and distributes efficient and reliable solar energy systems that generate the most energy at lowest cost",Europe,Italy,Rome,42.0495597,12.4001812,2.1,solar energy;sustainable development goals;core sustainable impact;affordable and clean energy (#7);climate action (#13),energy,clean energy,seed stage,European Innovation Council,government,Rome
Moventas,Provider of drivetrain technology and services in the wind industry,Europe,Finland,Jyvaskyla,62.1868157,25.6833471,32.0,training;sustainable development goals;testing;wind energy;nordic impact 2021,energy,clean energy,late growth stage,ESO Capital;Clyde Blowers Capital,"venture_capital;private_equity,venture_capital",Tampere
eZelleron,"Focuses on the development of portable power supply, including accumulator systems and batteries",Europe,Germany,Dresden,51.050409,13.737262,11.76,power;navigation;battery;developer tools;sound technology;system engineering;sustainable development goals;core sustainable impact;affordable and clean energy (#7);climate action (#13),energy,energy providers,seed stage,ECAPITAL;Fraunhofer Venture,venture_capital;venture_capital,Dresden
PowiDian,"PowiDian designs, markets, and maintains stand-alone decentralized power stations (Micro Grid)",Europe,France,Tours,47.398643,0.787165,2.0,lithium ion batteries;storage;vivatech2019;battery;fuel;solar energy,energy,clean energy,early growth stage,Xerys,"private_equity,venture_capital",Nantes
Lovenergi,lovenergi.com,Europe,Italy,Udine,46.06452,13.23808,1.42,energy efficiency;sustainability;solar energy,energy,oil & gas,seed stage,,,Ljubljana
BigSolar,Offers solar panels to home-owners and helps them save on their electricity bills,Europe,Netherlands,Amsterdam,52.3466556,4.8372475,3.0,solar energy,energy,clean energy,seed stage,AKEF;DOEN Participaties,venture_capital;venture_capital,Amsterdam
enercast,Enercast it a self-learning software-as-a-service products deliver accurate power forecasts for wind power and solar plants,Europe,Germany,Kassel,51.32607,9.505282,2.3,solar energy;wind energy;sustainable development goals;affordable and clean energy (#7);core sustainable impact;life on land (#15);climate action (#13);energy tech;industrial technology,energy,energy efficiency,early growth stage,High-Tech Gründerfonds;Innogy Ventures;Fraunhofer Venture,venture_capital;corporate_venture_fund;venture_capital,Frankfurt
IHOL Group,"IHOL Group is designs, maintains and manages the operation of waste recovery units",Europe,France,Nice,43.6679072,7.2143937,2.3,consulting services;waste management;recycling;plastic;sustainable development goals;core sustainable impact;investing;community;sustainable cities and communities (#11);responsible consumption and production (#12),energy,waste solution,early growth stage,M Capital Partners,venture_capital,Nice
IBIS Power,IBIS Power provides revolutionary and innovative renewable energy solutions with highest impact to society. The company combines wind and solar energy generation with their innovative hardware solution placed on the top of residential buildings,Europe,Netherlands,Eindhoven,51.4485531,5.4573709,1.46,solar energy;sustainable development goals;core sustainable impact;wind energy;affordable and clean energy (#7);climate action (#13),energy,clean energy,early growth stage,European Innovation Council,government,Eindhoven
Steeper Energy Aps,Developing and commercializing its proprietary and proven Hydrofaction platform,Europe,Denmark,Copenhagen,55.853055,12.50034,1.84,biofuel;biomass,energy,oil & gas,early growth stage,European Innovation Council,government,Copenhagen
Eternal Sun,Specialises in solar simulation technology for the purpose of product and material testing,Europe,Netherlands,The Hague,52.064487,4.3834512,2.0,solar energy;testing;simulation;verification;risk management;certification;affordable and clean energy (#7);sustainable development goals;core sustainable impact;climate action (#13),energy,clean energy,late growth stage,Vermec;YES!Delft,family_office;accelerator,The Hague
Forida,Builds hybrid turbine towers for the wind industry,Europe,Denmark,Aalborg,57.048479,10.0482264,3.91,innovation management;sustainable development goals;wind energy;nordic impact 2021,energy,clean energy,early growth stage,VF Venture (Vækstfonden),venture_capital,Aalborg
Calyxo,TS Solar GmbH - Thin Film Solar Panels - Made in Germany,Europe,Germany,Leipzig,51.644013,12.236683,4.0,natural resources;sustainability;solar energy;sustainable development goals;core sustainable impact;affordable and clean energy (#7);climate action (#13),energy,clean energy,seed stage,Solar Fields,corporate,Leipzig
TERA Environnement,Laboratory specialized in the analysis of the chemical contaminations,Europe,France,Grenoble,45.27496,5.885305,1.4,chemistry;sustainable development goals;core sustainable impact;affordable and clean energy (#7);sustainable cities and communities (#11),energy,,early growth stage,Rhône Dauphiné Développement;InnovaFonds,corporate;venture_capital,Grenoble
Wind Energy Direct,Wind Turbine|Onsite Autoproduction|Reduce Energy Costs|Ireland,Europe,Ireland,Limerick,52.667638,-8.575723,20.0,social;green technology;asset management;natural resources;sustainability;project management;industrial service;affordable and clean energy (#7);sustainable development goals,energy,,seed stage,,,Limerick
MagComp AB,The leading supplier of energy efficient inductors and industrial induction heating systems,Europe,Sweden,Malmo,55.7755632,13.1025079,1.1,sustainable development goals;core sustainable impact;affordable and clean energy (#7);climate action (#13);nordic impact 2021,energy,energy efficiency,seed stage,Industrifonden,venture_capital,Malmo
Novaled,"Provides proprietary organic materials and technologies for superior OLEDs in display, lighting and high performance OSC",Europe,Germany,Dresden,51.0562673,13.7759468,26.2,creating;oled;organic;consumer electronics;drones;solar energy;affordable and clean energy (#7);sustainable development goals,energy,clean energy,late growth stage,Omnes Venture Capital;Samsung Electronics;ECAPITAL;TechFund;Tudag;KFW;Innovation Capital,"private_equity,venture_capital;corporate;venture_capital;venture_capital;venture_capital;investment fund;corporate",Dresden
Orege,"Provides manufacturers as well as municipal owners and operators effective solutions for the treatment and recycling of complex and toxic sludge plus savings, all in line with the new environmental and social regulatory requirements",Europe,France,Paris,48.7603222,2.0596791,8.0,sustainable development goals;core sustainable impact;pay per result;affordable and clean energy (#7);clean water and sanitation (#6);climate action (#13),energy,water,early growth stage,Climate Change Capital,venture_capital,Paris
Waste4ME,Provide technology solutions for the decentralized locations,Europe,Netherlands,Leiden,52.1650049,4.518119,1.5,recycling;waste reduction;waste management;sustainable development goals;core sustainable impact;affordable and clean energy (#7);climate action (#13),energy,,early growth stage,,,Leiden
Merus Power Dynamics,"Designs and manufactures clean technology to improve power quality, energy efficiency, operational and environmental performance",Europe,Finland,Tampere,61.473549,23.506462,3.5,power;compliance;information technology;sustainability;storage;coding;filtration;regtech compliance;solar energy;sustainable development goals;affordable and clean energy (#7);climate action (#13);nordic impact 2021,energy,energy providers,early growth stage,VNT Management,venture_capital,Tampere
BioGasol,Develops technology for producing renewable biofuels,Europe,Denmark,Copenhagen,55.7333442,12.3908066,15.0,biofuel;investing;fermentation;video;sustainable development goals;core sustainable impact;affordable and clean energy (#7);climate action (#13);nordic impact 2021,energy,oil & gas,seed stage,Fjord Capital,"private_equity,venture_capital",Copenhagen
Etogas,"The ETOGAS GmbH (formerly SolarFuel GmbH) develops, manufactures and sells systems for the conversion of excess green electricity into",Europe,Germany,Stuttgart,48.72459,9.11408,6.82,sustainability;green technology;telecommunications;sustainable development goals;core sustainable impact;affordable and clean energy (#7);climate action (#13),energy,,seed stage,,,Stuttgart
AVOB,AVOB is a specialist in optimising energy and reducing your bills,Europe,France,Paris,48.8316233,2.236357,3.0,communication;monitoring;reporting;saas;api;platform;energy efficiency;optimization;smart tech;energy tech;industrial technology,energy,,early growth stage,CapHorn Invest,venture_capital,Paris
Q-Cells,Solar cell manufacturer,Europe,Germany,Leipzig,51.6245997,12.3079926,10.0,consumer electronics;natural resources;sustainability;solar energy;sustainable development goals;core sustainable impact;affordable and clean energy (#7);climate action (#13),energy,clean energy,late growth stage,Hanwha SolarOne,corporate,Leipzig
Wento,Wento is into construction of wind farms in Poland,Europe,Poland,Warsaw,52.2347886,21.0152889,40.0,wind energy;core sustainable impact;sustainable development goals;affordable and clean energy (#7);climate action (#13),energy,clean energy,late growth stage,Enterprise Investors,private_equity,Warsaw
SiC Processing,Service provider for the conditioning of used slurry from the photovoltaic and semiconductor industries.,Europe,Germany,Hirschau,49.524775,11.95978,137.97,solar energy;sustainable development goals,energy,clean energy,early growth stage,Zouk Capital;Merrill Lynch;Nordic Capital;Mountain Partners,"advisor,private_equity;corporate;private_equity,venture_capital;venture_capital",Munich
Ducatt,"Clean-tech start-up based in Belgium, is focused on solar-glass",Europe,Belgium,Lommel,51.216904,5.290861,20.0,solar energy,energy,clean energy,early growth stage,Capricorn Partners;LRM,venture_capital;venture_capital,Eindhoven
JIT Solaire,French photovoltaic energy company providing european standard-compliant turnkey solar electricity generating solutions,Europe,Germany,Frankfurt am Main,50.037933,8.562152,3.0,solar energy;sustainable development goals;core sustainable impact;affordable and clean energy (#7);climate action (#13),energy,clean energy,seed stage,Ardian,private_equity,Frankfurt
CorPower Ocean,Brings a new type of compact Wave Energy Converters to market,Europe,Sweden,Stockholm,59.351632,18.068773,36.82,sustainable development goals;core sustainable impact;hydropower;climate action (#13);affordable and clean energy (#7);marine energy;nordic impact 2021,energy,water,late growth stage,Swedish Energy Agency;EIT InnoEnergy;Midroc New Technology;Almi Invest;SEB Greentech,corporate;accelerator;corporate;venture_capital;corporate_venture_fund,Stockholm
PELLENC Selective Technologies,Leader in optical sorting solutions for waste treatment and the recycling industries,Europe,France,Marseille,43.678099,5.504859,6.3,waste reduction;waste management;recycling;automated technology;mechanical solutions,energy,waste solution,late growth stage,ACG Management;Sofipaca,venture_capital;venture_capital,Marseille
Wevebob,"Wavebob is developing a wave energy convertor, harnessing the power of the ocean to produce clean, renewable energy",Europe,Ireland,Dublin,53.38129,-6.59185,3.0,sustainability;sustainable development goals;core sustainable impact;affordable and clean energy (#7);climate action (#13),energy,clean energy,late growth stage,,,Dublin
RECUPYL,"Recupyl, innovative battery recycling",Europe,France,Grenoble,45.199633,5.82786,14.5,recycling;battery;waste reduction;lithium ion batteries;compliance;regtech compliance;sustainable development goals;core sustainable impact;affordable and clean energy (#7);responsible consumption and production (#12);climate action (#13),energy,energy storage,seed stage,Eurazeo (IdInvest Partners);Aloe Private Equity,"venture_capital;private_equity,venture_capital",Grenoble
Urbasolar,"Engineering, building and operating for professional photovoltaic plants. ",Europe,France,Montpellier,43.610994,3.913629,4.0,building;solar energy;engineering services;innovation management;sustainable development goals;core sustainable impact;green technology;parking;affordable and clean energy (#7);climate action (#13),energy,clean energy,late growth stage,Omnes Venture Capital,"private_equity,venture_capital",Montpellier
PANOSOL,Energy saving solutions to its clients by installing photovoltaic panels and solar thermal systems,Europe,France,Bordeaux,44.830803,-0.674575,1.36,sustainable development goals;core sustainable impact;energy saving;affordable and clean energy (#7);climate action (#13),energy,,early growth stage,Demeter Partners,"private_equity,venture_capital",Bordeaux
Green Yellow,Provider of comprehensive solutions for the energy transition,Europe,France,Paris,48.85718,2.34141,150.0,solar energy;core sustainable impact;sustainable development goals;affordable and clean energy (#7);climate action (#13);energy tech;industrial technology,energy,clean energy,late growth stage,Tikehau Capital;Bpifrance;Groupe Casino,private_equity;venture_capital;corporate,Paris
DABBEL - Automation Intelligence,The AI Autonomous Building Management System that saves up to 40% of HVAC energy consumption and CO₂ emissions,Europe,Germany,Dusseldorf,51.2139895,6.7841384,4.0,green technology;real estate;sustainability;energy efficiency;internet of things;smart building,energy,energy efficiency,early growth stage,E.ON :agile accelerator;Target Global;Seed X Liechtenstein;Main Incubator,accelerator;venture_capital;venture_capital;venture_capital,Dusseldorf
Ace Energie,"Supports social landlords, condominium managers, manufacturers and renovation professionals at each stage of their energy efficiency projects",Europe,France,Paris,48.8687807,2.3043269,10.0,,energy,energy efficiency,early growth stage,Eiffel Investment Group,venture_capital,Paris
Hubcycle,Offers a hub which converts fruit and vegetable wastes into innovative raw materials for personal care and food industries,Europe,France,Avignon,43.9099208,4.8909073,1.5,,energy,waste solution,seed stage,,,Marseille
45-8 ENERGY,Dedicated to the eco-friendly exploration and production in Europe of helium and its associated resources such as natural hydrogen,Europe,France,Metz,49.11072,6.19283,1.3,,energy,clean energy,early growth stage,,,Luxembourg
Betteries AMPS,Upcycling all electric vehicle batteries into affordable power systems to avert climate change and protect valuable resources. ,Europe,Germany,Berlin,52.41296,13.2767,2.1,,energy,waste solution,early growth stage,Third Derivative;Factor(E) Ventures;Extantia Capital;ISAR AG,accelerator;corporate;venture_capital;corporate,Berlin
Dexter Energy Services,Manages imbalance for energy companies and industrials using artifical intelligence,Europe,Netherlands,Amsterdam,52.3824313,4.9212566,2.0,,energy,energy efficiency,early growth stage,Generation-E;PDENH;DutchBasecamp;Andreas Gelfort;Stephen Asplin;Newion,venture_capital;venture_capital;non-profit;angel;angel;venture_capital,Amsterdam
RoSi,Offering innovative solutions for recycling and revalorization of raw materials in the PV industry,Europe,France,Grenoble,45.1845881,5.7034241,4.89,,energy,waste solution,seed stage,EIT InnoEnergy;European Innovation Council,accelerator;government,Grenoble
Hopium,"Draws its values ​​from the DNA of motor racing, offering the first high-end zero-emission vehicle powered by hydrogen",Europe,France,Paris,48.873198,2.3173649,5.0,,energy,clean energy,early growth stage,,,Paris
DazeTechnology,"Daze Technology, an Italian high-tech start-up, has developed DazePlug, the first totally autonomous conductive charging system for Electric Vehicles (EV) to automate EV recharge",Europe,Italy,Bergamo,45.7341319,9.5785589,5.0,,energy,clean energy,early growth stage,A11 Venture;European Innovation Council,venture_capital;government,Milan
Energy Solar Tech,Disrupting the energy industry to change the world for better,Europe,Spain,Madrid,40.4677937,-3.6855583,2.0,,energy,energy efficiency,early growth stage,SociosInversores.com,crowdfunding,Madrid
Neosylva,"Supports forest owners in the development of their forest over the long term, through an innovative management and investment model",Europe,France,Nantes,47.206155,-1.563787,2.0,,energy,clean energy,seed stage,Banque des Territoires;Everwood Capital,investment fund;venture_capital,Nantes
Smartive,Smartive – Powerful Empathy With the Wind,Europe,Spain,Barcelona,41.38804,2.17001,1.91,cloud computing;information technology,energy,clean energy,early growth stage,EIT InnoEnergy;European Innovation Council,accelerator;government,Barcelona
Kraftblock,"Kraftblock provides an eco-friendly, cost-efficient and highly scalable, modular thermal energy storage system",Europe,Germany,Saarbrucken,49.2894588,7.074358,3.0,storage,energy,energy storage,early growth stage,Freigeist Capital;Koolen Industries;TechQuartier,venture_capital;corporate;accelerator,Luxembourg
Eggtronic,Revolutionary capacitive micro-sized and eco-friendly AC/DC power converters and wireless charging & data technologies,Europe,Italy,Modena,44.6394119,10.8781118,9.09,,energy,energy efficiency,early growth stage,Rinkelberg Capital;iStarter,venture_capital;accelerator,Milan
Technique Solaire,Develops and operates photovoltaic power plants and anaerobic digestion units,Europe,France,Poitiers,46.58505,0.3130084,26.64,,energy,clean energy,late growth stage,Bpifrance;Crédit Agricole,venture_capital;corporate,Nantes
Apix Analytics,Produces miniaturized and modular gas analyzers for industrial analysis and OEM use,Europe,France,Grenoble,45.2047333,5.7018477,16.7,analytics;industrial technology;industrial analytics;industrial connectivity;spinout,energy,waste solution,early growth stage,Bpifrance;BNP Paribas;Kreaxi;Supernova Invest;Demeter Partners;Engie Rassembleurs d’Energies;Banque Populaire Occitane;ALIAD (Air Liquide);CEA Investissement;Ecotechnology Fund;Rhone-Alpes Creation;ENGIE New Ventures;CEA,"venture_capital;corporate;venture_capital;venture_capital;private_equity,venture_capital;venture_capital;venture_capital;corporate_venture_fund;venture_capital;venture_capital;venture_capital;corporate_venture_fund;corporate",Grenoble
C2C-NewCap,Develops electric energy storage solutions and is currently manufacturing full scale supercapacitors prototypes based on metal oxides,Europe,Portugal,Lisbon,38.7400422,-9.3030306,1.76,eic;battery,energy,energy storage,early growth stage,European Innovation Council;Caixa Capital (Portugal);EIT InnoEnergy;Fondo de Emprendedores (Repsol Fundacíon);REPSOL Foundation;MassChallenge,"government;corporate_venture_fund;accelerator;accelerator;corporate_venture_fund,venture_capital;venture_capital",Lisbon
Mob-Energy,Mobile charging robot for electric vehicles,Europe,France,Lyon,45.771944,4.8901709,2.1,,energy,energy providers,early growth stage,EIT InnoEnergy;Sofimac Régions,accelerator;venture_capital,Lyon
Energy Square,Conductive wireless chargers that will allow you to charge all your devices on an ultrathin pad,Europe,France,Paris,48.8455824,2.4177968,4.05,charging technology,energy,energy efficiency,early growth stage,NUMA;Bpifrance;Investessor;Paris Business Angels;Welikestartup;Partech;EIT InnoEnergy;Wilco,accelerator;venture_capital;venture_capital;venture_capital;venture_capital;venture_capital;accelerator;accelerator,Paris
